"","numero","municipalite","montant","habitants","montantparhabitant","Date"
"175","1640","Leudal","20","35681","56.1","21 maart 2020"
"176","327","Leusden","6","30030","20","21 maart 2020"
"177","1705","Lingewaard","6","46475","12.9","21 maart 2020"
"178","553","Lisse","0","22800","0","21 maart 2020"
"179","262","Lochem","2","33590","6","21 maart 2020"
"180","809","Loon op Zand","14","23327","60","21 maart 2020"
"181","331","Lopik","4","14473","27.6","21 maart 2020"
"182","24","Loppersum","0","9614","0","21 maart 2020"
"183","168","Losser","1","22622","4.4","21 maart 2020"
"184","263","Maasdriel","2","24693","8.1","21 maart 2020"
"185","1641","Maasgouw","7","23716","29.5","21 maart 2020"
"186","556","Maassluis","3","32768","9.2","21 maart 2020"
"187","935","Maastricht","57","121565","46.9","21 maart 2020"
"188","420","Medemblik","1","44809","2.2","21 maart 2020"
"189","938","Meerssen","2","18923","10.6","21 maart 2020"
"190","1948","Meierijstad","95","80815","117.6","21 maart 2020"
"191","119","Meppel","1","33564","3","21 maart 2020"
"192","687","Middelburg","4","48544","8.2","21 maart 2020"
"193","1842","Midden-Delfland","2","19391","10.3","21 maart 2020"
"194","1731","Midden-Drenthe","1","33178","3","21 maart 2020"
"195","1952","Midden-Groningen","2","60899","3.3","21 maart 2020"
"196","815","Mill en Sint Hubert","2","10891","18.4","21 maart 2020"
"197","1709","Moerdijk","3","36961","8.1","21 maart 2020"
"198","1978","Molenlanden","11","43858","25.1","21 maart 2020"
"199","1955","Montferland","1","36026","2.8","21 maart 2020"
"200","335","Montfoort","0","13996","0","21 maart 2020"
"201","944","Mook en Middelaar","1","7806","12.8","21 maart 2020"
"202","1740","Neder-Betuwe","5","24034","20.8","21 maart 2020"
"203","946","Nederweert","7","17001","41.2","21 maart 2020"
"204","356","Nieuwegein","9","63036","14.3","21 maart 2020"
"205","569","Nieuwkoop","2","28628","7","21 maart 2020"
"206","267","Nijkerk","4","42943","9.3","21 maart 2020"
"207","268","Nijmegen","60","176731","33.9","21 maart 2020"
"208","1930","Nissewaard","12","84797","14.2","21 maart 2020"
"209","1970","Noardeast-Fryslân","1","45181","2.2","21 maart 2020"
"210","1695","Noord-Beveland","0","7308","0","21 maart 2020"
"211","1699","Noordenveld","1","31290","3.2","21 maart 2020"
"212","171","Noordoostpolder","3","46849","6.4","21 maart 2020"
"213","575","Noordwijk","3","42859","7","21 maart 2020"
"214","820","Nuenen, Gerwen en Nederwetten","1","23186","4.3","21 maart 2020"
"215","302","Nunspeet","9","27481","32.7","21 maart 2020"
"216","579","Oegstgeest","7","24426","28.7","21 maart 2020"
"217","823","Oirschot","1","18623","5.4","21 maart 2020"
"218","824","Oisterwijk","15","26140","57.4","21 maart 2020"
"219","1895","Oldambt","0","38129","0","21 maart 2020"
"220","269","Oldebroek","6","23598","25.4","21 maart 2020"
"221","173","Oldenzaal","6","31840","18.8","21 maart 2020"
"222","1773","Olst-Wijhe","2","18071","11.1","21 maart 2020"
"223","175","Ommen","4","17813","22.5","21 maart 2020"
"224","1586","Oost Gelre","2","29704","6.7","21 maart 2020"
"225","826","Oosterhout","13","55616","23.4","21 maart 2020"
"226","85","Ooststellingwerf","0","25497","0","21 maart 2020"
"227","431","Oostzaan","3","9757","30.7","21 maart 2020"
"228","432","Opmeer","0","11779","0","21 maart 2020"
"229","86","Opsterland","2","29723","6.7","21 maart 2020"
"230","828","Oss","44","91451","48.1","21 maart 2020"
"231","1509","Oude IJsselstreek","4","39473","10.1","21 maart 2020"
"232","437","Ouder-Amstel","4","13916","28.7","21 maart 2020"
"233","589","Oudewater","3","10201","29.4","21 maart 2020"
"234","1734","Overbetuwe","20","47543","42.1","21 maart 2020"
"235","590","Papendrecht","2","32290","6.2","21 maart 2020"
"236","1894","Peel en Maas","63","43311","145.5","21 maart 2020"
"237","765","Pekela","2","12214","16.4","21 maart 2020"
"238","1926","Pijnacker-Nootdorp","11","54331","20.2","21 maart 2020"
"239","439","Purmerend","14","80117","17.5","21 maart 2020"
"240","273","Putten","3","24198","12.4","21 maart 2020"
"241","177","Raalte","3","37511","8","21 maart 2020"
"242","703","Reimerswaal","5","22678","22","21 maart 2020"
"243","274","Renkum","9","31302","28.8","21 maart 2020"
"244","339","Renswoude","0","5259","0","21 maart 2020"
"245","1667","Reusel-De Mierden","0","13060","0","21 maart 2020"
"246","275","Rheden","7","43640","16","21 maart 2020"
"247","340","Rhenen","0","20004","0","21 maart 2020"
"248","597","Ridderkerk","4","46241","8.7","21 maart 2020"
"249","1742","Rijssen-Holten","3","38300","7.8","21 maart 2020"
"250","603","Rijswijk","4","53467","7.5","21 maart 2020"
"251","1669","Roerdalen","4","20615","19.4","21 maart 2020"
"252","957","Roermond","18","58209","30.9","21 maart 2020"
"253","1674","Roosendaal","8","77032","10.4","21 maart 2020"
"254","599","Rotterdam","120","644618","18.6","21 maart 2020"
"255","277","Rozendaal","2","1654","120.9","21 maart 2020"
"256","840","Rucphen","6","22572","26.6","21 maart 2020"
"257","441","Schagen","7","46553","15","21 maart 2020"
"258","279","Scherpenzeel","0","9873","0","21 maart 2020"
"259","606","Schiedam","6","77999","7.7","21 maart 2020"
"260","88","Schiermonnikoog","0","936","0","21 maart 2020"
"261","1676","Schouwen-Duiveland","3","33779","8.9","21 maart 2020"
"262","965","Simpelveld","5","10516","47.5","21 maart 2020"
"263","1702","Sint Anthonis","12","11606","103.4","21 maart 2020"
"264","845","Sint-Michielsgestel","12","28991","41.4","21 maart 2020"
"265","1883","Sittard-Geleen","58","92661","62.6","21 maart 2020"
"266","610","Sliedrecht","3","25026","12","21 maart 2020"
"267","1714","Sluis","3","23386","12.8","21 maart 2020"
"268","90","Smallingerland","3","55938","5.4","21 maart 2020"
"269","342","Soest","15","46194","32.5","21 maart 2020"
"270","847","Someren","5","19322","25.9","21 maart 2020"
"271","848","Son en Breugel","8","16904","47.3","21 maart 2020"
"272","37","Stadskanaal","0","31789","0","21 maart 2020"
"273","180","Staphorst","3","17003","17.6","21 maart 2020"
"274","532","Stede Broec","5","21706","23","21 maart 2020"
"275","851","Steenbergen","5","25054","20","21 maart 2020"
"276","1708","Steenwijkerland","3","43940","6.8","21 maart 2020"
"277","971","Stein","5","24961","20","21 maart 2020"
"278","1904","Stichtse Vecht","10","64336","15.5","21 maart 2020"
"279","1900","Súdwest-Fryslân","4","89710","4.5","21 maart 2020"
"280","715","Terneuzen","5","54589","9.2","21 maart 2020"
"281","93","Terschelling","0","4890","0","21 maart 2020"
"282","448","Texel","3","13547","22.1","21 maart 2020"
"283","1525","Teylingen","5","37061","13.5","21 maart 2020"
"284","716","Tholen","7","25780","27.2","21 maart 2020"
"285","281","Tiel","4","41978","9.5","21 maart 2020"
"286","855","Tilburg","154","217259","70.9","21 maart 2020"
"287","183","Tubbergen","3","21276","14.1","21 maart 2020"
"288","1700","Twenterand","1","33792","3","21 maart 2020"
"289","1730","Tynaarlo","7","33698","20.8","21 maart 2020"
"290","737","Tytsjerksteradiel","1","31780","3.1","21 maart 2020"
"291","856","Uden","76","41782","181.9","21 maart 2020"
"292","450","Uitgeest","2","13528","14.8","21 maart 2020"
"293","451","Uithoorn","2","29424","6.8","21 maart 2020"
"294","184","Urk","6","20776","28.9","21 maart 2020"
"295","344","Utrecht","121","352866","34.3","21 maart 2020"
"296","1581","Utrechtse Heuvelrug","8","49515","16.2","21 maart 2020"
"297","981","Vaals","0","10092","0","21 maart 2020"
"298","994","Valkenburg aan de Geul","4","16470","24.3","21 maart 2020"
"299","858","Valkenswaard","4","30910","12.9","21 maart 2020"
"300","47","Veendam","0","27491","0","21 maart 2020"
"301","345","Veenendaal","2","65589","3","21 maart 2020"
"302","717","Veere","5","21835","22.9","21 maart 2020"
"303","861","Veldhoven","9","45337","19.9","21 maart 2020"
"304","453","Velsen","8","68348","11.7","21 maart 2020"
"305","983","Venlo","33","101603","32.5","21 maart 2020"
"306","984","Venray","8","43326","18.5","21 maart 2020"
"307","1961","Vijfheerenlanden","9","55712","16.2","21 maart 2020"
"308","622","Vlaardingen","12","72404","16.6","21 maart 2020"
"309","96","Vlieland","0","1138","0","21 maart 2020"
"310","718","Vlissingen","6","44371","13.5","21 maart 2020"
"311","986","Voerendaal","4","12452","32.1","21 maart 2020"
"312","626","Voorschoten","2","25479","7.8","21 maart 2020"
"313","285","Voorst","2","24417","8.2","21 maart 2020"
"314","865","Vught","11","26396","41.7","21 maart 2020"
"315","1949","Waadhoeke","0","46039","0","21 maart 2020"
"316","866","Waalre","2","17247","11.6","21 maart 2020"
"317","867","Waalwijk","16","48240","33.2","21 maart 2020"
"318","627","Waddinxveen","4","28316","14.1","21 maart 2020"
"319","289","Wageningen","3","38774","7.7","21 maart 2020"
"320","629","Wassenaar","5","26211","19.1","21 maart 2020"
"321","852","Waterland","8","17315","46.2","21 maart 2020"
"322","988","Weert","7","49842","14","21 maart 2020"
"323","457","Weesp","1","19334","5.2","21 maart 2020"
"324","1960","West Betuwe","12","50697","23.7","21 maart 2020"
"325","668","West Maas en Waal","4","19076","21","21 maart 2020"
"326","1969","Westerkwartier","3","63031","4.8","21 maart 2020"
"327","1701","Westerveld","1","19348","5.2","21 maart 2020"
"328","293","Westervoort","1","14944","6.7","21 maart 2020"
"329","1950","Westerwolde","0","25199","0","21 maart 2020"
"330","1783","Westland","11","108603","10.1","21 maart 2020"
"331","98","Weststellingwerf","1","25840","3.9","21 maart 2020"
"332","614","Westvoorne","3","14626","20.5","21 maart 2020"
"333","189","Wierden","0","24351","0","21 maart 2020"
"334","296","Wijchen","17","40951","41.5","21 maart 2020"
"335","1696","Wijdemeren","1","24013","4.2","21 maart 2020"
"336","352","Wijk bij Duurstede","6","23762","25.3","21 maart 2020"
"337","294","Winterswijk","1","28903","3.5","21 maart 2020"
"338","873","Woensdrecht","0","21866","0","21 maart 2020"
"339","632","Woerden","6","52197","11.5","21 maart 2020"
"340","880","Wormerland","1","16329","6.1","21 maart 2020"
"341","351","Woudenberg","3","13166","22.8","21 maart 2020"
"342","479","Zaanstad","9","155885","5.8","21 maart 2020"
"343","297","Zaltbommel","5","28451","17.6","21 maart 2020"
"344","473","Zandvoort","2","17011","11.8","21 maart 2020"
"345","50","Zeewolde","4","22309","17.9","21 maart 2020"
"346","355","Zeist","17","63934","26.6","21 maart 2020"
"347","299","Zevenaar","6","43488","13.8","21 maart 2020"
"348","637","Zoetermeer","4","124944","3.2","21 maart 2020"
"349","638","Zoeterwoude","0","8450","0","21 maart 2020"
"350","1892","Zuidplas","1","42762","2.3","21 maart 2020"
"351","879","Zundert","7","21612","32.4","21 maart 2020"
"352","301","Zutphen","4","47609","8.4","21 maart 2020"
"353","1896","Zwartewaterland","15","22503","66.7","21 maart 2020"
"354","642","Zwijndrecht","6","44639","13.4","21 maart 2020"
"355","193","Zwolle","23","127497","18","21 maart 2020"
