Date;S&P Comp. P;Dividend;Earnings;CPI;Date Fraction;Long Interest Rate;Real Price;Real Dividend;Real Total Return Price;Real Earnings;Real TR Scaled Earnings;Column1
1972,11;115,1;3,13;6,33;42,4;1972,87;6,28;703,17;19,1;113613,12;38,65;6244,94;
1972,12;117,5;3,15;6,42;42,5;1972,96;6,36;716,15;19,2;115967,72;39,13;6336,28;
1973,01;118,4;3,16;6,55;42,6;1973,04;6,46;719,94;19,19;116840,68;39,81;6460,45;
1973,02;114,2;3,16;6,67;42,9;1973,12;6,64;689,54;19,1;112166,23;40,29;6554,49;
1973,03;112,4;3,17;6,8;43,3;1973,21;6,71;672,41;18,96;109635,51;40,68;6632,75;
1973,04;110,3;3,19;6,94;43,6;1973,29;6,67;655,3;18,93;107104,12;41,25;6742,15;
1973,05;107,2;3,2;7,09;43,9;1973,37;6,85;632,53;18,9;103640,03;41,81;6851,33;
1973,06;104,8;3,22;7,23;44,2;1973,46;6,9;614,17;18,87;100889,71;42,37;6960,23;
1973,07;105,8;3,24;7,38;44,3;1973,54;7,13;618,64;18,93;101881,55;43,17;7109,88;
1973,08;103,8;3,25;7,54;45,1;1973,62;7,4;596,17;18,69;98439,01;43,29;7147,42;
1973,09;105,6;3,27;7,69;45,2;1973,71;7,09;605,17;18,74;100182,34;44,07;7295,48;
1973,1;109,8;3,31;7,85;45,6;1973,79;6,79;623,72;18,78;103512,25;44,57;7397,33;
1973,11;102;3,34;8;45,9;1973,87;6,73;575,63;18,87;95791,37;45,17;7516,18;
1973,12;94,78;3,38;8,16;46,2;1973,96;6,74;531,41;18,95;88695,65;45,75;7636,17;
1974,01;96,11;3,4;8,23;46,6;1974,04;6,99;534,24;18,9;89431,12;45,73;7654,98;
1974,02;93,45;3,42;8,29;47,2;1974,12;6,96;512,85;18,77;86112,42;45,51;7642,15;
1974,03;97,44;3,44;8,36;47,8;1974,21;7,21;528,03;18,64;88922,92;45,3;7629,26;
1974,04;92,46;3,46;8,49;48;1974,29;7,51;498,96;18,67;84288,67;45,8;7736,64;
1974,05;89,67;3,48;8,61;48,6;1974,37;7,58;477,93;18,55;80997,15;45,91;7780,25;
1974,06;89,79;3,5;8,74;49;1974,46;7,54;474,66;18,5;80704,76;46,2;7855,66;
1974,07;79,31;3,53;8,86;49,4;1974,54;7,81;415,87;18,51;70970,21;46,48;7931,31;
1974,08;76,03;3,56;8,99;50;1974,62;8,04;393,88;18,44;67480,98;46,56;7976,18;
1974,09;68,12;3,59;9,11;50,6;1974,71;8,04;348,72;18,38;60005,86;46,64;8024,86;
1974,1;69,44;3,59;9,04;51,1;1974,79;7,9;352;18,21;60831,31;45,81;7916,37;
1974,11;71,74;3,6;8,96;51,5;1974,87;7,68;360,83;18,09;62618,57;45,08;7823,68;
1974,12;67,07;3,6;8,89;51,9;1974,96;7,43;334,74;17,97;58350,98;44,37;7734,31;
1975,01;72,56;3,62;8,74;52,1;1975,04;7,5;360,75;18,01;63146,64;43,47;7609,04;
1975,02;80,1;3,65;8,6;52,5;1975,12;7,39;395,21;17,99;69439,8;42,42;7452,57;
1975,03;83,78;3,67;8,45;52,7;1975,21;7,73;411,8;18,04;72618,53;41,53;7324,26;
1975,04;84,72;3,68;8,29;52,9;1975,29;8,23;414,84;18,04;73420,72;40,58;7181,46;
1975,05;90,1;3,7;8,12;53,2;1975,37;8,06;438,7;18;77908,32;39,55;7024,14;
1975,06;92,4;3,71;7,96;53,6;1975,46;7,86;446,54;17,93;79566,19;38,47;6854,4;
1975,07;92,49;3,71;7,89;54,2;1975,54;8,06;442,03;17,73;79025,31;37,72;6744,22;
1975,08;85,71;3,71;7,83;54,3;1975,62;8,4;408,87;17,7;73361,14;37,34;6699,03;
1975,09;84,67;3,71;7,76;54,6;1975,71;8,43;401,69;17,6;72335,96;36,81;6629,59;
1975,1;88,57;3,7;7,83;54,9;1975,79;8,14;417,89;17,46;75516,33;36,93;6673,16;
1975,11;90,07;3,69;7,89;55,3;1975,87;8,05;421,9;17,28;76500,06;36,97;6704,12;
1975,12;88,7;3,68;7,96;55,5;1975,96;8;413,98;17,18;75324,51;37,15;6759,67;
1976,01;96,86;3,68;8,19;55,6;1976,04;7,74;451,26;17,16;82366,27;38,17;6967,31;
1976,02;100,6;3,69;8,43;55,8;1976,12;7,79;467;17,11;85500,33;39,12;7161,86;
1976,03;101,1;3,69;8,66;55,9;1976,21;7,73;468,48;17,1;86032,45;40,13;7369,35;
1976,04;101,9;3,71;8,86;56,1;1976,29;7,56;470,5;17,15;86666,47;40,89;7532,64;
1976,05;101,2;3,74;9,05;56,5;1976,37;7,9;463,96;17,13;85724,73;41,51;7668,92;
1976,06;101,8;3,76;9,25;56,8;1976,46;7,86;464,25;17,15;86041,54;42,18;7818,12;
1976,07;104,2;3,79;9,35;57,1;1976,54;7,83;472,7;17,19;87872,85;42,42;7884,94;
1976,08;103,3;3,82;9,45;57,4;1976,62;7,77;466,17;17,24;86925,62;42,65;7952,05;
1976,09;105,5;3,85;9,55;57,6;1976,71;7,59;474,44;17,31;88737,68;42,95;8032,65;
1976,1;101,9;3,92;9,67;57,9;1976,79;7,41;455,88;17,52;85538,68;43,26;8117,36;
1976,11;101,2;3,98;9,79;58;1976,87;7,29;451,97;17,79;85082,77;43,72;8230,83;
1976,12;104,7;4,05;9,91;58,2;1976,96;6,87;465,99;18,03;88005,64;44,11;8329,86;
1977,01;103,8;4,1;9,97;58,5;1977,04;7,21;459,61;18,14;87087,2;44,13;8361,94;
1977,02;101;4,14;10,02;59,1;1977,12;7,39;442,68;18,16;84164,48;43,93;8352,53;
1977,03;100,6;4,19;10,08;59,5;1977,21;7,46;437,96;18,24;83556,6;43,88;8372,27;
1977,04;99,05;4,25;10,19;60;1977,29;7,37;427,62;18,33;81875,1;44,01;8425,82;
1977,05;98,76;4,3;10,31;60,3;1977,37;7,46;424,24;18,49;81524,19;44,27;8507,95;
1977,06;99,29;4,36;10,42;60,7;1977,46;7,28;423,71;18,61;81719,53;44,47;8576,07;
1977,07;100,2;4,41;10,52;61;1977,54;7,33;425,49;18,71;82363,67;44,66;8644,65;
1977,08;97,75;4,45;10,61;61,2;1977,62;7,4;413,73;18,85;80391,26;44,92;8728,56;
1977,09;96,23;4,5;10,71;61,4;1977,71;7,34;405,97;18,98;79190,8;45,18;8813,61;
1977,1;93,74;4,56;10,77;61,6;1977,79;7,52;394,18;19,16;77202,71;45,29;8869,99;
1977,11;94,28;4,61;10,83;61,9;1977,87;7,58;394,53;19,31;77586,21;45,32;8912,37;
1977,12;93,82;4,67;10,89;62,1;1977,96;7,69;391,34;19,48;77278,23;45,42;8969,94;
1978,01;90,25;4,71;10,9;62,5;1978,04;7,96;374,04;19,53;74183,37;45,18;8959,54;
1978,02;88,98;4,76;10,91;62,9;1978,12;8,03;366,43;19,59;72998,09;44,93;8950,43;
1978,03;88,82;4,8;10,92;63,4;1978,21;8,04;362,89;19,61;72617,74;44,62;8928,01;
1978,04;92,71;4,84;11,02;63,9;1978,29;8,15;375,82;19,61;75531,99;44,69;8980,82;
1978,05;97,41;4,87;11,13;64,5;1978,37;8,35;391,2;19,57;78950,68;44,68;9018,18;
1978,06;97,66;4,91;11,23;65,2;1978,46;8,46;387,99;19,51;78631,57;44,62;9041,91;
1978,07;97,19;4,95;11,34;65,7;1978,54;8,64;383,19;19,5;77986,99;44,72;9102,07;
1978,08;103,9;4,98;11,46;66;1978,62;8,41;407,78;19,56;83323,96;44,96;9187,85;
1978,09;103,9;5,02;11,57;66,5;1978,71;8,42;404,71;19,55;83030,43;45,07;9246,03;
1978,1;100,6;5,04;11,82;67,1;1978,79;8,64;388,35;19,44;80006,83;45,64;9403,03;
1978,11;94,71;5,05;12,08;67,4;1978,87;8,81;363,99;19,42;75320,68;46,41;9604,32;
1978,12;96,11;5,07;12,33;67,7;1978,96;9,01;367,73;19,4;76429,88;47,18;9805,23;
1979,01;99,71;5,11;12,65;68,3;1979,04;9,1;378,16;19,39;78932,04;47,99;10016,56;
1979,02;98,23;5,16;12,98;69,1;1979,12;9,1;368,23;19,33;77196,42;48,65;10198,05;
1979,03;100,1;5,2;13,3;69,8;1979,21;9,12;371,48;19,3;78214,22;49,36;10392,1;
1979,04;102,1;5,25;13,53;70,6;1979,29;9,18;374,61;19,25;79210,71;49,63;10494,22;
1979,05;99,73;5,29;13,75;71,5;1979,37;9,25;361,3;19,18;76736,03;49,83;10582,31;
1979,06;101,7;5,34;13,98;72,3;1979,46;8,91;364,36;19,13;77724,57;50,09;10684,26;
1979,07;102,7;5,4;14,2;73,1;1979,54;8,95;363,92;19,12;77969,79;50,31;10778,13;
1979,08;107,4;5,45;14,41;73,8;1979,62;9,03;376,96;19,14;81106,37;50,59;10884,64;
1979,09;108,6;5,51;14,63;74,6;1979,71;9,33;377,09;19,13;81476,13;50,8;10976,02;
1979,1;104,5;5,56;14,71;75,2;1979,79;10,3;359,96;19,14;78119,25;50,66;10994,03;
1979,11;103,7;5,6;14,78;75,9;1979,87;10,65;353,91;19,12;77152,1;50,45;10998,68;
1979,12;107,8;5,65;14,86;76,7;1979,96;10,39;364,06;19,08;79712,58;50,19;10988,21;
1980,01;110,9;5,7;15;77,8;1980,04;10,8;369,24;18,98;81191,69;49,95;10984,16;
1980,02;115,3;5,75;15,15;78,9;1980,12;12,41;378,53;18,88;83582,06;49,73;10979,99;
1980,03;104,7;5,8;15,29;80,1;1980,21;12,75;338,58;18,76;75106,09;49,45;10968,22;
1980,04;103;5,85;15,17;81;1980,29;11,47;329,39;18,7;73411,27;48,52;10814,48;
1980,05;107,7;5,89;15,06;81,8;1980,37;10,18;341,05;18,66;76356,99;47,68;10674,88;
1980,06;114,6;5,94;14,94;82,7;1980,46;9,78;358,95;18,61;80711,86;46,79;10522,12;
1980,07;119,8;5,98;14,84;82,7;1980,54;10,25;375,24;18,74;84725,34;46,48;10495,19;
1980,08;123,5;6,03;14,74;83,3;1980,62;11,1;384,04;18,74;87065,58;45,84;10391,47;
1980,09;126,5;6,07;14,64;84;1980,71;11,51;390,09;18,72;88790,99;45,15;10275,89;
1980,1;130,2;6,1;14,7;84,8;1980,79;11,75;397,71;18,63;90879,33;44,9;10260,57;
1980,11;135,7;6,13;14,76;85,5;1980,87;12,68;411,12;18,57;94296,49;44,72;10256,57;
1980,12;133,5;6,16;14,82;86,3;1980,96;12,84;400,7;18,49;92261,18;44,48;10242,03;
1981,01;133;6,2;14,74;87;1981,04;12,57;395,99;18,46;91530,27;43,89;10144,03;
1981,02;128,4;6,24;14,66;87,9;1981,12;13,19;378,38;18,39;87814;43,2;10026,12;
1981,03;133,2;6,28;14,58;88,5;1981,21;13,12;389,86;18,38;90834,65;42,67;9942,71;
1981,04;134,4;6,32;14,72;89,1;1981,29;13,68;390,73;18,36;91392,34;42,8;10011,88;
1981,05;131,7;6,35;14,87;89,8;1981,37;14,1;379,89;18,33;89215,45;42,88;10070,91;
1981,06;132,3;6,39;15,01;90,6;1981,46;13,47;378,25;18,27;89188,07;42,91;10118,77;
1981,07;129,1;6,43;15,1;91,6;1981,54;14,28;365,08;18,19;86438,19;42,69;10107,91;
1981,08;129,6;6,48;15,18;92,3;1981,62;14,94;363,71;18,18;86473,5;42,61;10130,81;
1981,09;118,3;6,52;15,27;93,2;1981,71;15,32;328,79;18,12;78530,56;42,44;10136,62;
1981,1;119,8;6,56;15,3;93,4;1981,79;15,15;332,25;18,18;79717,93;42,43;10181;
1981,11;122,9;6,59;15,33;93,7;1981,87;13,39;339,75;18,23;81883,36;42,38;10213,77;
1981,12;123,8;6,63;15,36;94;1981,96;13,72;341,15;18,27;82586,68;42,33;10246,62;
1982,01;117,3;6,66;15,18;94,3;1982,04;14,59;322,21;18,29;78370,67;41,69;10139,88;
1982,02;114,5;6,69;14,99;94,6;1982,12;14,43;313,52;18,32;76628,62;41,05;10034,2;
1982,03;110,8;6,72;14,81;94,5;1982,21;13,86;303,71;18,42;74606,05;40,6;9972,16;
1982,04;116,3;6,75;14,6;94,9;1982,29;13,87;317,44;18,42;78356,51;39,84;9834,45;
1982,05;116,4;6,78;14,38;95,8;1982,37;13,62;314,73;18,33;78064,22;38,89;9646,23;
1982,06;109,7;6,81;14,17;97;1982,46;14,3;292,95;18,19;73036,56;37,84;9434,17;
1982,07;109,4;6,82;13,97;97,5;1982,54;13,95;290,65;18,13;72839,94;37,11;9299,21;
1982,08;109,7;6,84;13,76;97,7;1982,62;13,06;290,85;18,13;73268,71;36,49;9192,52;
1982,09;122,4;6,85;13,56;97,9;1982,71;12,34;323,86;18,12;81964,52;35,88;9080,38;
1982,1;132,7;6,86;13,25;98,2;1982,79;10,91;350,04;18,09;88971,85;34,96;8885,99;
1982,11;138,1;6,86;12,95;98;1982,87;10,55;365,02;18,14;93165,63;34,22;8734,16;
1982,12;139,4;6,87;12,64;97,6;1982,96;10,54;369,97;18,23;94815,87;33,55;8597,36;
1983,01;144,3;6,88;12,57;97,8;1983,04;10,46;382,19;18,23;98337,35;33,28;8563,94;
1983,02;146,8;6,9;12,49;97,9;1983,12;10,72;388,41;18,25;100330,12;33,06;8538,52;
1983,03;151,9;6,91;12,42;97,9;1983,21;10,51;401,91;18,28;104209,26;32,86;8520,6;
1983,04;157,7;6,92;12,48;98,6;1983,29;10,4;414,29;18,18;107813,01;32,78;8529,81;
1983,05;164,1;6,93;12,53;99,2;1983,37;10,38;428,5;18,1;111902,3;32,73;8546,65;
1983,06;166,4;6,94;12,59;99,5;1983,46;10,85;433,19;18,07;113521,77;32,78;8589,18;
1983,07;167;6,96;12,83;99,9;1983,54;11,38;433,02;18,05;113869,02;33,26;8745,89;
1983,08;162,4;6,98;13,06;100,2;1983,62;11,85;419,83;18,04;110796,4;33,77;8912,36;
1983,09;167,2;7;13,3;100,7;1983,71;11,65;430,09;18,01;113900,78;34,21;9060,29;
1983,1;167,7;7,03;13,54;101;1983,79;11,54;430,09;18,03;114299,96;34,73;9230,76;
1983,11;165,2;7,06;13,79;101,2;1983,87;11,69;422,85;18,07;112773,7;35,29;9411,48;
1983,12;164,4;7,09;14,03;101,3;1983,96;11,83;420,38;18,13;112519,73;35,88;9602,5;
1984,01;166,4;7,12;14,44;101,9;1984,04;11,67;422,99;18,1;113621,69;36,71;9859,96;
1984,02;157,3;7,15;14,85;102,4;1984,12;11,84;397,91;18,09;107288,42;37,56;10128,63;
1984,03;157,4;7,18;15,26;102,6;1984,21;12,32;397,38;18,13;107554,65;38,53;10427,47;
1984,04;157,6;7,22;15,57;103,1;1984,29;12,63;395,96;18,15;107578,38;39,13;10630,4;
1984,05;156,6;7,27;15,89;103,4;1984,37;13,41;392,3;18,2;106997,79;39,8;10854,67;
1984,06;153,1;7,31;16,2;103,7;1984,46;13,56;382,43;18,26;104718,78;40,47;11080,63;
1984,07;151,1;7,33;16,32;104,1;1984,54;13,36;375,98;18,25;103370,07;40,61;11164,79;
1984,08;164,4;7,36;16,44;104,5;1984,62;12,72;407,51;18,24;112456,12;40,75;11245,61;
1984,09;166,1;7,38;16,56;105;1984,71;12,52;409,76;18,21;113496,63;40,85;11315,5;
1984,1;164,8;7,43;16,59;105,3;1984,79;12,16;405,4;18,28;112709,38;40,8;11343,91;
1984,11;166,3;7,48;16,61;105,3;1984,87;11,57;409,09;18,4;114161,57;40,87;11404,69;
1984,12;164,5;7,53;16,64;105,3;1984,96;11,5;404,66;18,52;113356,67;40,93;11466,6;
1985,01;171,6;7,57;16,56;105,5;1985,04;11,38;421,33;18,59;118459,17;40,65;11429,45;
1985,02;180,9;7,62;16,47;106;1985,12;11,51;442,06;18,61;124726,2;40,26;11357,94;
1985,03;179,4;7,66;16,39;106,4;1985,21;11,86;436,75;18,65;123665,44;39,9;11298,09;
1985,04;180,6;7,69;16,13;106,9;1985,29;11,43;437,62;18,63;124349,84;39,08;11106,11;
1985,05;184,9;7,71;15,87;107,3;1985,37;10,85;446,36;18,62;127276,88;38,31;10924,2;
1985,06;188,9;7,74;15,61;107,6;1985,46;10,16;454,75;18,63;130110,51;37,58;10751,85;
1985,07;192,5;7,77;15,48;107,8;1985,54;10,31;462,56;18,68;132789,48;37,2;10680,62;
1985,08;188,3;7,81;15,36;108;1985,62;10,33;451,63;18,72;130099,64;36,83;10610,2;
1985,09;184,1;7,84;15,23;108,3;1985,71;10,37;440,33;18,75;127295,59;36,43;10530,75;
1985,1;186,2;7,86;15,02;108,7;1985,79;10,24;443,71;18,73;128725,09;35,8;10386,01;
1985,11;197,5;7,88;14,82;109;1985,87;9,78;469,35;18,73;136614,02;35,21;10248,96;
1985,12;207,3;7,9;14,61;109,3;1985,96;9,26;491,28;18,72;143453,4;34,62;10110,25;
1986,01;208,2;7,94;14,58;109,6;1986,04;9,19;492,07;18,77;144138,46;34,46;10093,85;
1986,02;219,4;7,98;14,55;109,3;1986,12;8,7;519,96;18,91;152770,86;34,48;10131,34;
1986,03;232,3;8,02;14,52;108,8;1986,21;7,78;553,06;19,09;162964,14;34,57;10186,14;
1986,04;238;8,05;14,58;108,6;1986,29;7,3;567,67;19,19;167741,59;34,78;10278,26;
1986,05;238,5;8,07;14,65;108,9;1986,37;7,71;567,3;19,2;168103,79;34,84;10323,55;
1986,06;245,3;8,1;14,71;109,5;1986,46;7,8;580,28;19,16;172422,46;34,8;10339,72;
1986,07;240,2;8,14;14,76;109,5;1986,54;7,3;568,21;19,26;169314,65;34,91;10401,85;
1986,08;245;8,19;14,8;109,7;1986,62;7,17;578,51;19,33;172863,28;34,95;10444,68;
1986,09;238,3;8,23;14,85;110,2;1986,71;7,45;560,14;19,35;167854,84;34,91;10460,11;
1986,1;237,4;8,25;14,73;110,3;1986,79;7,43;557,52;19,37;167552,92;34,58;10393,86;
1986,11;245,1;8,26;14,6;110,4;1986,87;7,25;575,08;19,39;173316,32;34,26;10326,36;
1986,12;248,6;8,28;14,48;110,5;1986,96;7,11;582,76;19,41;176119,65;33,94;10258,3;
1987,01;264,5;8,3;14,69;111,2;1987,04;7,08;616,13;19,33;186691,29;34,21;10366,27;
1987,02;280,9;8,32;14,89;111,6;1987,12;7,25;651,99;19,31;198043,84;34,57;10500,27;
1987,03;292,5;8,34;15,1;112,1;1987,21;7,25;675,89;19,27;205790,22;34,89;10623,7;
1987,04;289,3;8,4;14,87;112,7;1987,29;8,02;664,93;19,31;202945,1;34,19;10433,68;
1987,05;289,1;8,46;14,65;113,1;1987,37;8,61;662,12;19,38;202580,35;33,55;10263,35;
1987,06;301,4;8,52;14,42;113,5;1987,46;8,4;687,86;19,44;210950,75;32,91;10092,6;
1987,07;310,1;8,57;14,9;113,8;1987,54;8,45;705,85;19,5;216966,08;33,92;10425,01;
1987,08;329,4;8,61;15,38;114,4;1987,62;8,76;745,85;19,5;229760,42;34,82;10727,73;
1987,09;318,7;8,66;15,86;115;1987,71;9,42;717,86;19,51;221637,98;35,72;11029,74;
1987,1;280,2;8,71;16,41;115,3;1987,79;9,52;629,49;19,57;194859,83;36,86;11409,73;
1987,11;245;8,76;16,95;115,4;1987,87;8,86;549,94;19,66;170740,23;38,05;11814,74;
1987,12;241;8,81;17,5;115,4;1987,96;8,99;540,96;19,78;168464,28;39,28;12232,88;
1988,01;250,5;8,86;17,86;115,7;1988,04;8,67;560,82;19,83;175165,53;39,99;12491,16;
1988,02;258,1;8,9;18,23;116;1988,12;8,21;576,35;19,88;180530,65;40,7;12748,85;
1988,03;265,7;8,95;18,59;116,5;1988,21;8,37;590,77;19,9;185568,37;41,33;12983,5;
1988,04;262,6;9,04;19,62;117,1;1988,29;8,72;580,89;20;182987,19;43,39;13669,48;
1988,05;256,1;9,14;20,64;117,5;1988,37;9,09;564,58;20,14;178379,04;45,51;14378,49;
1988,06;270,7;9,23;21,67;118;1988,46;8,92;594,24;20,26;188282,79;47,57;15072,36;
1988,07;269,1;9,31;22,02;118,5;1988,54;9,06;588,23;20,34;186917,33;48,14;15297,42;
1988,08;263,7;9,38;22,38;119;1988,62;9,26;574,01;20,43;182937,73;48,71;15523,48;
1988,09;268;9,46;22,73;119,8;1988,71;8,98;579,47;20,45;185222,49;49,15;15709,36;
1988,1;277,4;9,55;23,07;120,2;1988,79;8,8;597,8;20,58;191629,29;49,72;15939,15;
1988,11;271;9,64;23,42;120,3;1988,87;8,96;583,52;20,76;187607,01;50,42;16210,84;
1988,12;276,5;9,75;23,75;120,5;1988,96;9,11;594,38;20,96;191658,37;51,05;16462,52;
1989,01;285,4;9,81;24,16;121,1;1989,04;9,09;610,47;20,99;197411,37;51,68;16711,49;
1989,02;294;9,9;24,56;121,6;1989,12;9,17;626,28;21,08;203091,93;52,32;16965,77;
1989,03;292,7;10,01;24,96;122,3;1989,21;9,36;619,94;21,2;201609,56;52,87;17192,26;
1989,04;302,3;10,09;25,05;123,1;1989,29;9,18;636,11;21,22;207443,98;52,7;17187,52;
1989,05;313,9;10,19;25,13;123,8;1989,37;8,86;656,79;21,33;214765,77;52,59;17195,84;
1989,06;323,7;10,37;25,22;124,1;1989,46;8,28;675,65;21,65;221525,23;52,64;17259,4;
1989,07;331,9;10,42;24,71;124,4;1989,54;8,02;691,1;21,7;227182,17;51,45;16913,74;
1989,08;346,6;10,55;24,2;124,6;1989,62;8,11;720,55;21,93;237463,99;50,31;16580;
1989,09;347,3;10,73;23,69;125;1989,71;8,19;719,69;22,24;237792,81;49,09;16220,3;
1989,1;347,4;10,8;23,43;125,6;1989,79;8,01;716,46;22,27;237338,09;48,31;16004,74;
1989,11;340,2;10,92;23,16;125,9;1989,87;7,87;699,94;22,47;232485,75;47,66;15829,33;
1989,12;348,6;11,06;22,87;126,1;1989,96;7,84;716,09;22,72;238477,15;46,98;15645,36;
1990,01;339,97;11,14;22,49;127,4;1990,04;8,21;691,23;22,65;230828,76;45,73;15269,99;
1990,02;330,45;11,23;22,08;128;1990,12;8,47;668,73;22,73;223945,7;44,68;14963,6;
1990,03;338,46;11,32;21,67;128,7;1990,21;8,59;681,21;22,78;228762,32;43,61;14646,57;
1990,04;338,18;11,44;21,53;128,9;1990,29;8,79;679,59;22,98;228861,59;43,27;14572,55;
1990,05;350,25;11,55;21,4;129,2;1990,37;8,76;702,21;23,16;237129,56;42,9;14486,2;
1990,06;360,39;11,66;21,26;129,9;1990,46;8,48;718,65;23,25;243334,11;42,39;14354,68;
1990,07;360,03;11,73;21,42;130,4;1990,54;8,47;715,18;23,29;242816,23;42,55;14446,36;
1990,08;330,75;11,78;21,58;131,6;1990,62;8,75;651,02;23,19;221690,98;42,48;14464,37;
1990,09;315,41;11,83;21,74;132,7;1990,71;8,89;615,68;23,09;210311,92;42,44;14495,99;
1990,1;307,12;11,93;21,61;133,5;1990,79;8,72;595,91;23,14;204215,81;41,92;14367,12;
1990,11;315,29;12,01;21,47;133,8;1990,87;8,39;610,39;23,26;209842,47;41,57;14291,64;
1990,12;328,75;12,09;21,34;133,8;1990,96;8,08;636,45;23,41;219471,37;41,31;14246,45;
1991,01;325,49;12,11;21,18;134,6;1991,04;8,09;626,39;23,3;216673,04;40,77;14101,36;
1991,02;362,26;12,11;21,03;134,8;1991,12;7,85;696,12;23,28;241463,38;40,4;14015,29;
1991,03;372,28;12,11;20,94;135;1991,21;8,11;714,31;23,24;248446,22;40,18;13974,6;
1991,04;379,68;12,13;20,36;135,2;1991,29;8,04;727,43;23,24;253683,48;39,01;13605,75;
1991,05;377,99;12,14;19,86;135,6;1991,37;8,07;722,06;23,19;252483,26;37,93;13263,54;
1991,06;378,29;12,15;19,41;136;1991,46;8,28;720,51;23,14;252614,78;36,97;12961,62;
1991,07;380,23;12,19;18,84;136,2;1991,54;8,27;723,14;23,19;254214,97;35,83;12596,09;
1991,08;389,4;12,24;18,33;136,6;1991,62;7,9;738,41;23,2;260263,28;34,76;12251,22;
1991,09;387,2;12,28;17,82;137,2;1991,71;7,65;731,03;23,18;258342,1;33,64;11889,61;
1991,1;386,88;12,25;17,2;137,4;1991,79;7,53;729,36;23,1;258433,15;32,43;11491,69;
1991,11;385,92;12,23;16,59;137,8;1991,87;7,42;725,44;22,98;257722,21;31,18;11076,81;
1991,12;388,51;12,2;15,97;137,9;1991,96;7,09;729,78;22,92;259942,15;30;10685,12;
1992,01;416,08;12,24;16,05;138,1;1992,04;7,03;780,43;22,96;278666,83;30,1;10747,17;
1992,02;412,56;12,28;16,12;138,6;1992,12;7,34;771,04;22,95;275995,45;30,13;10786,21;
1992,03;407,36;12,32;16,19;139,3;1992,21;7,54;757,5;22,91;271830,68;30,11;10803,56;
1992,04;407,41;12,32;16,48;139,5;1992,29;7,48;756,5;22,88;272158,39;30,61;11011,19;
1992,05;414,81;12,32;16,77;139,7;1992,37;7,39;769,14;22,84;277389,88;31,09;11212,15;
1992,06;408,27;12,32;17,05;140,2;1992,46;7,26;754,31;22,76;272726,92;31,5;11389,51;
1992,07;415,05;12,34;17,38;140,5;1992,54;6,84;765,2;22,76;277349,64;32,04;11613,87;
1992,08;417,93;12,37;17,71;140,9;1992,62;6,59;768,33;22,74;279168,02;32,56;11829,89;
1992,09;418,48;12,4;18,04;141,3;1992,71;6,42;767,16;22,73;279432,37;33,07;12045,88;
1992,1;412,5;12,39;18,39;141,8;1992,79;6,59;753,53;22,63;275154,93;33,59;12266,91;
1992,11;422,84;12,38;18,74;142;1992,87;6,87;771,33;22,59;282342,27;34,18;12513,23;
1992,12;435,64;12,39;19,09;141,9;1992,96;6,77;795,24;22,62;291784,1;34,85;12786,15;
1993,01;435,23;12,41;19,34;142,6;1993,04;6,6;790,59;22,55;290767,97;35,13;12920,65;
1993,02;441,7;12,45;19,59;143,1;1993,12;6,26;799,54;22,53;294749,9;35,46;13072,56;
1993,03;450,16;12,48;19,84;143,6;1993,21;5,98;812,02;22,51;300040,97;35,79;13223,77;
1993,04;443,08;12,49;19,67;144;1993,29;5,97;797,03;22,47;295193,65;35,38;13104,76;
1993,05;445,25;12,51;19,5;144,2;1993,37;6,04;799,82;22,47;296921,35;35,03;13003,85;
1993,06;448,06;12,52;19,33;144,4;1993,46;5,96;803,75;22,46;299076,19;34,68;12902,61;
1993,07;447,29;12,52;19,69;144,4;1993,54;5,81;802,37;22,46;299258,64;35,32;13173,56;
1993,08;454,13;12,52;20,05;144,8;1993,62;5,68;812,39;22,4;303691,72;35,87;13408,1;
1993,09;459,24;12,52;20,41;145,1;1993,71;5,36;819,83;22,35;307170,25;36,44;13651,57;
1993,1;463,9;12,54;20,9;145,7;1993,79;5,33;824,74;22,29;309705,48;37,16;13953,1;
1993,11;462,89;12,56;21,39;145,8;1993,87;5,72;822,38;22,31;309517,52;38;14302,71;
1993,12;465,95;12,58;21,89;145,8;1993,96;5,77;827,82;22,35;312264,62;38,89;14669,97;
1994,01;472,99;12,62;22,16;146,2;1994,04;5,75;838,03;22,37;316818,39;39,26;14841,01;
1994,02;471,58;12,67;22,43;146,7;1994,12;5,97;832,68;22,37;315501,97;39,61;15008,59;
1994,03;463,81;12,71;22,71;147,2;1994,21;6,48;816,18;22,37;309955,78;39,96;15176,68;
1994,04;447,23;12,75;23,54;147,4;1994,29;6,97;785,93;22,41;299179,41;41,37;15747,34;
1994,05;450,9;12,8;24,37;147,5;1994,37;7,18;791,85;22,47;302142,89;42,8;16330,06;
1994,06;454,83;12,84;25,2;148;1994,46;7,1;796,05;22,47;304461,26;44,11;16868,77;
1994,07;451,4;12,87;25,91;148,4;1994,54;7,3;787,92;22,46;302066,76;45,23;17338,39;
1994,08;464,24;12,9;26,62;149;1994,62;7,24;807,07;22,43;310124,49;46,28;17782,86;
1994,09;466,96;12,92;27,33;149,4;1994,71;7,46;809,62;22,4;311823,65;47,39;18250,26;
1994,1;463,81;13,01;28,42;149,5;1994,79;7,74;803,62;22,55;310236,67;49,24;19009,78;
