Date;S&P Comp. P;Dividend;Earnings;CPI;Date Fraction;Long Interest Rate;Real Price;Real Dividend;Real Total Return Price;Real Earnings;Real TR Scaled Earnings;Column1
1916,03;9,17;0,46;1,04;10,5;1916,21;4,08;226,22;11,41;2184,29;25,71;248,2;
1916,04;9,07;0,47;1,1;10,6;1916,29;4,1;221,64;11,57;2149,39;26,81;259,96;
1916,05;9,27;0,48;1,15;10,7;1916,37;4,11;224,41;11,72;2185,73;27,86;271,39;
1916,06;9,36;0,5;1,21;10,8;1916,46;4,13;224,49;11,87;2196,15;28,9;282,73;
1916,07;9,23;0,51;1,26;10,8;1916,54;4,14;221,38;12,13;2175,54;30,2;296,75;
1916,08;9,3;0,52;1,31;10,9;1916,62;4,16;221,01;12,28;2181,98;31,2;308,06;
1916,09;9,68;0,53;1,37;11,1;1916,71;4,17;225,89;12,31;2240,35;31,92;316,61;
1916,1;9,98;0,54;1,42;11,3;1916,79;4,19;228,77;12,34;2279,1;32,6;324,74;
1916,11;10,21;0,55;1,48;11,5;1916,87;4,2;229,97;12,37;2301,34;33,25;332,69;
1916,12;9,8;0,56;1,53;11,6;1916,96;4,22;218,84;12,5;2200,31;34,17;343,52;
1917,01;9,57;0,57;1,51;11,7;1917,04;4,23;211,87;12,64;2140,89;33,41;337,58;
1917,02;9,03;0,58;1,49;12;1917,12;4,26;194,92;12,56;1980,16;32,12;326,3;
1917,03;9,31;0,59;1,47;12;1917,21;4,29;200,97;12,79;2052,39;31,69;323,62;
1917,04;9,17;0,6;1,45;12,6;1917,29;4,32;188,52;12,4;1935,82;29,75;305,47;
1917,05;8,86;0,61;1,43;12,8;1917,37;4,34;179,3;12,43;1851,79;28,86;298,04;
1917,06;9,04;0,63;1,41;13;1917,46;4,37;180,13;12,45;1871,06;28;290,8;
1917,07;8,79;0,64;1,38;12,8;1917,54;4,4;177,88;12,87;1858,88;28,01;292,68;
1917,08;8,53;0,65;1,36;13;1917,62;4,43;169,96;12,89;1787,37;27,16;285,6;
1917,09;8,12;0,66;1,34;13,3;1917,71;4,46;158,15;12,81;1674,3;26,16;276,92;
1917,1;7,68;0,67;1,32;13,5;1917,79;4,49;147,36;12,82;1571,43;25,37;270,5;
1917,11;7,04;0,68;1,3;13,5;1917,87;4,51;135,08;13,03;1452,05;24,96;268,34;
1917,12;6,8;0,69;1,28;13,7;1917,96;4,54;128,57;13,05;1393,76;24,2;262,36;
1918,01;7,21;0,68;1,26;14;1918,04;4,57;133,4;12,58;1457,5;23,24;253,9;
1918,02;7,43;0,67;1,23;14,1;1918,12;4,56;136,5;12,31;1502,53;22,63;249,14;
1918,03;7,28;0,66;1,21;14;1918,21;4,56;134,7;12,21;1493,91;22,35;247,89;
1918,04;7,21;0,65;1,18;14,2;1918,29;4,55;131,52;11,86;1469,67;21,58;241,14;
1918,05;7,44;0,64;1,16;14,5;1918,37;4,55;132,91;11,43;1495,82;20,7;233,02;
1918,06;7,45;0,63;1,14;14,7;1918,46;4,54;131,28;11,1;1487,86;20;226,67;
1918,07;7,51;0,62;1,11;15,1;1918,54;4,54;128,83;10,64;1470,16;19,06;217,49;
1918,08;7,58;0,61;1,09;15,4;1918,62;4,53;127,5;10,26;1464,71;18,28;210,05;
1918,09;7,54;0,6;1,06;15,7;1918,71;4,52;124,4;9,9;1438,62;17,54;202,82;
1918,1;7,86;0,59;1,04;16;1918,79;4,52;127,25;9,55;1480,76;16,8;195,55;
1918,11;8,06;0,58;1,01;16,3;1918,87;4,51;128,09;9,22;1499,43;16,11;188,64;
1918,12;7,9;0,57;0,99;16,5;1918,96;4,51;124,02;8,95;1460,58;15,54;183,03;
1919,01;7,85;0,57;0,99;16,5;1919,04;4,5;123,24;8,9;1460,07;15,46;183,21;
1919,02;7,88;0,56;0,98;16,2;1919,12;4,54;126;9,01;1501,68;15,67;186,76;
1919,03;8,12;0,56;0,98;16,4;1919,21;4,58;128,25;8,84;1537,33;15,4;184,59;
1919,04;8,39;0,56;0,97;16,7;1919,29;4,62;130,14;8,63;1568,54;15,05;181,34;
1919,05;8,97;0,55;0,97;16,9;1919,37;4,66;137,49;8,48;1665,65;14,79;179,19;
1919,06;9,21;0,55;0,96;16,9;1919,46;4,7;141,16;8,43;1718,72;14,71;179,15;
1919,07;9,51;0,55;0,96;17,4;1919,54;4,74;141,57;8,14;1731,97;14,22;173,93;
1919,08;8,87;0,54;0,95;17,7;1919,62;4,77;129,81;7,95;1596,14;13,9;170,95;
1919,09;9,01;0,54;0,95;17,8;1919,71;4,81;131,12;7,86;1620,27;13,75;169,94;
1919,1;9,47;0,54;0,94;18,1;1919,79;4,85;135,53;7,68;1682,68;13,45;167,02;
1919,11;9,19;0,53;0,94;18,5;1919,87;4,89;128,68;7,47;1605,34;13,09;163,33;
1919,12;8,92;0,53;0,93;18,9;1919,96;4,93;122,25;7,26;1532,75;12,75;159,81;
1920,01;8,83;0,53;0,92;19,3;1920,04;4,97;118,51;7,09;1493,25;12,34;155,45;
1920,02;8,1;0,53;0,91;19,5;1920,12;4,98;107,6;7;1363,1;12,07;152,85;
1920,03;8,67;0,53;0,9;19,7;1920,21;4,99;114;6,9;1451,49;11,8;150,26;
1920,04;8,6;0,52;0,89;20,3;1920,29;5;109,74;6,68;1404,31;11,31;144,79;
1920,05;8,06;0,52;0,88;20,6;1920,37;5,01;101,35;6,56;1303,96;11,01;141,69;
1920,06;7,92;0,52;0,87;20,9;1920,46;5,02;98,16;6,44;1269,83;10,72;138,69;
1920,07;7,91;0,52;0,85;20,8;1920,54;5,03;98,51;6,45;1281,28;10,64;138,37;
1920,08;7,6;0,52;0,84;20,3;1920,62;5,04;96,98;6,59;1268,53;10,76;140,76;
1920,09;7,87;0,52;0,83;20;1920,71;5,05;101,93;6,67;1340,57;10,78;141,81;
1920,1;7,88;0,51;0,82;19,9;1920,79;5,06;102,57;6,68;1356,34;10,7;141,43;
1920,11;7,48;0,51;0,81;19,8;1920,87;5,07;97,86;6,69;1301,37;10,61;141,06;
1920,12;6,81;0,51;0,8;19,4;1920,96;5,08;90,93;6,81;1216,78;10,68;142,94;
1921,01;7,11;0,51;0,76;19;1921,04;5,09;96,93;6,9;1304,82;10,33;139,02;
1921,02;7,06;0,5;0,72;18,4;1921,12;5,02;99,39;7,06;1345,82;10,07;136,3;
1921,03;6,88;0,5;0,67;18,3;1921,21;4,96;97,38;7,04;1326,62;9,52;129,67;
1921,04;6,91;0,49;0,63;18,1;1921,29;4,89;98,89;7,06;1355,14;9,02;123,55;
1921,05;7,12;0,49;0,59;17,7;1921,37;4,83;104,2;7,16;1436,05;8,6;118,49;
1921,06;6,55;0,49;0,55;17,6;1921,46;4,76;96,4;7,14;1336,79;8,02;111,23;
1921,07;6,53;0,48;0,5;17,7;1921,54;4,7;95,56;7,04;1333,31;7,35;102,6;
1921,08;6,45;0,48;0,46;17,7;1921,62;4,63;94,39;6,98;1325,09;6,73;94,5;
1921,09;6,61;0,47;0,42;17,5;1921,71;4,56;97,84;6,99;1381,66;6,18;87,27;
1921,1;6,7;0,47;0,38;17,5;1921,79;4,5;99,17;6,93;1408,63;5,55;78,84;
1921,11;7,06;0,46;0,33;17,4;1921,87;4,43;105,1;6,91;1501,03;4,95;70,69;
1921,12;7,31;0,46;0,29;17,3;1921,96;4,37;109,45;6,89;1571,36;4,34;62,34;
1922,01;7,3;0,46;0,32;16,9;1922,04;4,3;111,89;7,11;1614,86;4,96;71,52;
1922,02;7,46;0,47;0,36;16,9;1922,12;4,31;114,34;7,18;1658,89;5,47;79,32;
1922,03;7,74;0,47;0,39;16,7;1922,21;4,31;120,05;7,33;1750,63;6,05;88,21;
1922,04;8,21;0,48;0,42;16,7;1922,29;4,32;127,34;7,39;1865,92;6,57;96,2;
1922,05;8,53;0,48;0,46;16,7;1922,37;4,32;132,31;7,46;1947,75;7,08;104,28;
1922,06;8,45;0,49;0,49;16,7;1922,46;4,33;131,07;7,52;1938,71;7,6;112,42;
1922,07;8,51;0,49;0,52;16,8;1922,54;4,33;131,21;7,54;1950,15;8,07;119,92;
1922,08;8,83;0,49;0,56;16,6;1922,62;4,34;137,79;7,7;2057,4;8,69;129,71;
1922,09;9,06;0,5;0,59;16,6;1922,71;4,34;141,38;7,76;2120,65;9,21;138,1;
1922,1;9,26;0,5;0,62;16,7;1922,79;4,35;143,63;7,78;2164,21;9,67;145,68;
1922,11;8,8;0,51;0,66;16,8;1922,87;4,35;135,68;7,8;2054,25;10,13;153,3;
1922,12;8,78;0,51;0,69;16,9;1922,96;4,36;134,57;7,82;2047,32;10,58;160,89;
1923,01;8,9;0,51;0,71;16,8;1923,04;4,36;137,23;7,89;2097,65;11,01;168,33;
1923,02;9,28;0,51;0,74;16,8;1923,12;4,34;143,08;7,91;2197,3;11,38;174,81;
1923,03;9,43;0,52;0,76;16,8;1923,21;4,31;145,4;7,94;2242,98;11,76;181,36;
1923,04;9,1;0,52;0,79;16,9;1923,29;4,29;139,48;7,92;2161,86;12,06;186,89;
1923,05;8,67;0,52;0,81;16,9;1923,37;4,26;132,89;7,94;2069,97;12,43;193,58;
1923,06;8,34;0,52;0,84;17;1923,46;4,24;127,08;7,92;1989,75;12,72;199,21;
1923,07;8,06;0,52;0,86;17,2;1923,54;4,21;121,38;7,86;1910,84;12,94;203,7;
1923,08;8,1;0,52;0,88;17,1;1923,62;4,19;122,7;7,93;1941,95;13,38;211,77;
1923,09;8,15;0,53;0,91;17,2;1923,71;4,16;122,74;7,91;1953,01;13,67;217,47;
1923,1;8,03;0,53;0,93;17,3;1923,79;4,14;120,23;7,89;1923,58;13,95;223,19;
1923,11;8,27;0,53;0,96;17,3;1923,87;4,11;123,83;7,91;1991,62;14,31;230,18;
1923,12;8,55;0,53;0,98;17,3;1923,96;4,09;128,02;7,94;2069,69;14,67;237,23;
1924,01;8,83;0,53;0,98;17,3;1924,04;4,06;132,21;7,96;2148,2;14,61;237,4;
1924,02;8,87;0,53;0,97;17,2;1924,12;4,04;133,58;8,03;2181,35;14,63;238,96;
1924,03;8,7;0,54;0,97;17,1;1924,21;4,03;131,79;8,1;2163,08;14,66;240,55;
1924,04;8,5;0,54;0,96;17;1924,29;4,01;129,52;8,18;2136,97;14,68;242,18;
1924,05;8,47;0,54;0,96;17;1924,37;3,99;129,06;8,2;2140,71;14,62;242,43;
1924,06;8,63;0,54;0,96;17;1924,46;3,98;131,5;8,23;2192,52;14,55;242,63;
1924,07;9,03;0,54;0,95;17,1;1924,54;3,96;136,79;8,21;2292,13;14,4;241,35;
1924,08;9,34;0,54;0,95;17;1924,62;3,94;142,31;8,28;2396,32;14,43;242,89;
1924,09;9,25;0,55;0,94;17,1;1924,71;3,93;140,12;8,26;2370,94;14,28;241,58;
1924,1;9,13;0,55;0,94;17,2;1924,79;3,91;137,5;8,23;2338,18;14,13;240,3;
1924,11;9,64;0,55;0,93;17,2;1924,87;3,89;145,18;8,26;2480,49;14,07;240,38;
1924,12;10,16;0,55;0,93;17,3;1924,96;3,88;152,12;8,24;2610,91;13,92;238,99;
1925,01;10,58;0,55;0,96;17,3;1925,04;3,86;158,41;8,3;2730,71;14,32;246,93;
1925,02;10,67;0,56;0,98;17,2;1925,12;3,85;160,69;8,41;2782,03;14,81;256,38;
1925,03;10,39;0,56;1,01;17,3;1925,21;3,83;155,57;8,42;2705,52;15,12;263;
1925,04;10,28;0,57;1,04;17,2;1925,29;3,82;154,82;8,53;2704,8;15,62;272,85;
1925,05;10,61;0,57;1,06;17,3;1925,37;3,8;158,86;8,55;2787,94;15,92;279,32;
1925,06;10,8;0,58;1,09;17,5;1925,46;3,79;159,86;8,51;2817,88;16,13;284,4;
1925,07;11,1;0,58;1,12;17,7;1925,54;3,77;162,44;8,48;2875,88;16,35;289,4;
1925,08;11,25;0,58;1,14;17,7;1925,62;3,76;164,64;8,54;2927,34;16,73;297,42;
1925,09;11,51;0,59;1,17;17,7;1925,71;3,74;168,44;8,6;3007,73;17,12;305,74;
1925,1;11,89;0,59;1,2;17,7;1925,79;3,73;174;8,66;3119,91;17,52;314,09;
1925,11;12,26;0,6;1,22;18;1925,87;3,71;176,43;8,57;3176,19;17,6;316,84;
1925,12;12,46;0,6;1,25;17,9;1925,96;3,7;180,31;8,68;3259,07;18,09;326,95;
1926,01;12,65;0,61;1,25;17,9;1926,04;3,68;183,06;8,79;3322,01;18,07;328;
1926,02;12,67;0,62;1,25;17,9;1926,12;3,65;183,35;8,9;3340,72;18,06;329,06;
1926,03;11,81;0,62;1,25;17,8;1926,21;3,62;171,86;9,06;3145,21;18,16;332,36;
1926,04;11,48;0,63;1,25;17,9;1926,29;3,6;166,13;9,12;3054,15;18,05;331,75;
1926,05;11,56;0,64;1,25;17,8;1926,37;3,57;168,22;9,28;3106,92;18,13;334,88;
1926,06;12,11;0,65;1,25;17,7;1926,46;3,54;177,22;9,44;3287,66;18,22;338;
1926,07;12,62;0,65;1,24;17,5;1926,54;3,51;186,8;9,66;3480,2;18,41;343,06;
1926,08;13,12;0,66;1,24;17,4;1926,62;3,48;195,32;9,83;3654,13;18,5;346,2;
1926,09;13,32;0,67;1,24;17,5;1926,71;3,45;197,16;9,88;3704,04;18,38;345,38;
1926,1;13,02;0,68;1,24;17,6;1926,79;3,43;191,62;9,93;3615,6;18,28;344,9;
1926,11;13,19;0,68;1,24;17,7;1926,87;3,4;193,03;9,99;3657,82;18,16;344,15;
1926,12;13,49;0,69;1,24;17,7;1926,96;3,37;197,42;10,1;3756,96;18,15;345,34;
1927,01;13,4;0,7;1,23;17,5;1927,04;3,34;198,34;10,31;3790,9;18,19;347,69;
1927,02;13,66;0,7;1,22;17,4;1927,12;3,34;203,35;10,47;3903,34;18,13;348,04;
1927,03;13,87;0,71;1,21;17,3;1927,21;3,34;207,67;10,63;4003,26;18,09;348,66;
1927,04;14,21;0,72;1,2;17,3;1927,29;3,34;212,77;10,73;4118,63;17,92;346,94;
1927,05;14,7;0,72;1,19;17,4;1927,37;3,34;218,84;10,77;4253,54;17,66;343,18;
1927,06;14,89;0,73;1,18;17,6;1927,46;3,34;219,15;10,74;4276,95;17,29;337,5;
1927,07;15,22;0,74;1,16;17,3;1927,54;3,34;227,89;11,03;4465,49;17,43;341,51;
1927,08;16,03;0,74;1,15;17,2;1927,62;3,33;241,41;11,19;4748,77;17,36;341,57;
1927,09;16,94;0,75;1,14;17,3;1927,71;3,33;253,64;11,23;5007,75;17,11;337,89;
1927,1;16,68;0,76;1,13;17,4;1927,79;3,33;248,31;11,26;4921,08;16,85;333,97;
1927,11;17,06;0,76;1,12;17,3;1927,87;3,33;255,44;11,43;5081,16;16,78;333,88;
1927,12;17,46;0,77;1,11;17,3;1927,96;3,33;261,43;11,53;5219,41;16,62;331,82;
1928,01;17,53;0,78;1,13;17,3;1928,04;3,33;262,48;11,63;5259,68;16,96;339,94;
1928,02;17,32;0,78;1,16;17,1;1928,12;3,35;262,36;11,87;5277,27;17,5;351,92;
1928,03;18,25;0,79;1,18;17,1;1928,21;3,38;276,45;11,97;5580,69;17,83;359,92;
1928,04;19,4;0,8;1,2;17,1;1928,29;3,4;293,87;12,07;5952,66;18,18;368,21;
1928,05;20;0,8;1,22;17,2;1928,37;3,42;301,2;12,1;6121,5;18,4;374,02;
1928,06;19,02;0,81;1,25;17,1;1928,46;3,44;288,12;12,27;5876,37;18,86;384,65;
