"","numero","municipalite","montant","habitants","montantparhabitant","Date"
"139","1966","Het Hogeland","1","47888","2.1","23 maart 2020"
"140","252","Heumen","9","16486","54.6","23 maart 2020"
"141","797","Heusden","16","44135","36.3","23 maart 2020"
"142","534","Hillegom","2","21966","9.1","23 maart 2020"
"143","798","Hilvarenbeek","7","15334","45.7","23 maart 2020"
"144","402","Hilversum","7","90238","7.8","23 maart 2020"
"145","1963","Hoeksche Waard","23","86656","26.5","23 maart 2020"
"146","1735","Hof van Twente","5","34940","14.3","23 maart 2020"
"147","1911","Hollands Kroon","8","47815","16.7","23 maart 2020"
"148","118","Hoogeveen","5","55662","9","23 maart 2020"
"149","405","Hoorn","11","73004","15.1","23 maart 2020"
"150","1507","Horst aan de Maas","16","42291","37.8","23 maart 2020"
"151","321","Houten","25","49911","50.1","23 maart 2020"
"152","406","Huizen","3","41273","7.3","23 maart 2020"
"153","677","Hulst","0","27524","0","23 maart 2020"
"154","353","IJsselstein","16","34160","46.8","23 maart 2020"
"155","1884","Kaag en Braassem","2","26866","7.4","23 maart 2020"
"156","166","Kampen","17","53779","31.6","23 maart 2020"
"157","678","Kapelle","2","12785","15.6","23 maart 2020"
"158","537","Katwijk","6","65302","9.2","23 maart 2020"
"159","928","Kerkrade","8","45642","17.5","23 maart 2020"
"160","1598","Koggenland","4","22738","17.6","23 maart 2020"
"161","542","Krimpen aan den IJssel","3","29376","10.2","23 maart 2020"
"162","1931","Krimpenerwaard","11","56048","19.6","23 maart 2020"
"163","1659","Laarbeek","13","22333","58.2","23 maart 2020"
"164","1685","Landerd","23","15529","148.1","23 maart 2020"
"165","882","Landgraaf","11","37591","29.3","23 maart 2020"
"166","415","Landsmeer","5","11488","43.5","23 maart 2020"
"167","416","Langedijk","5","27992","17.9","23 maart 2020"
"168","1621","Lansingerland","20","61601","32.5","23 maart 2020"
"169","417","Laren","0","11195","0","23 maart 2020"
"170","80","Leeuwarden","10","123107","8.1","23 maart 2020"
"171","546","Leiden","16","124899","12.8","23 maart 2020"
"172","547","Leiderdorp","2","27109","7.4","23 maart 2020"
"173","1916","Leidschendam-Voorburg","10","75425","13.3","23 maart 2020"
"174","995","Lelystad","21","77893","27","23 maart 2020"
"175","1640","Leudal","23","35681","64.5","23 maart 2020"
"176","327","Leusden","7","30030","23.3","23 maart 2020"
"177","1705","Lingewaard","10","46475","21.5","23 maart 2020"
"178","553","Lisse","1","22800","4.4","23 maart 2020"
"179","262","Lochem","2","33590","6","23 maart 2020"
"180","809","Loon op Zand","17","23327","72.9","23 maart 2020"
"181","331","Lopik","9","14473","62.2","23 maart 2020"
"182","24","Loppersum","0","9614","0","23 maart 2020"
"183","168","Losser","1","22622","4.4","23 maart 2020"
"184","263","Maasdriel","2","24693","8.1","23 maart 2020"
"185","1641","Maasgouw","9","23716","37.9","23 maart 2020"
"186","556","Maassluis","6","32768","18.3","23 maart 2020"
"187","935","Maastricht","60","121565","49.4","23 maart 2020"
"188","420","Medemblik","4","44809","8.9","23 maart 2020"
"189","938","Meerssen","3","18923","15.9","23 maart 2020"
"190","1948","Meierijstad","127","80815","157.1","23 maart 2020"
"191","119","Meppel","3","33564","8.9","23 maart 2020"
"192","687","Middelburg","6","48544","12.4","23 maart 2020"
"193","1842","Midden-Delfland","2","19391","10.3","23 maart 2020"
"194","1731","Midden-Drenthe","1","33178","3","23 maart 2020"
"195","1952","Midden-Groningen","2","60899","3.3","23 maart 2020"
"196","815","Mill en Sint Hubert","2","10891","18.4","23 maart 2020"
"197","1709","Moerdijk","3","36961","8.1","23 maart 2020"
"198","1978","Molenlanden","11","43858","25.1","23 maart 2020"
"199","1955","Montferland","3","36026","8.3","23 maart 2020"
"200","335","Montfoort","2","13996","14.3","23 maart 2020"
"201","944","Mook en Middelaar","3","7806","38.4","23 maart 2020"
"202","1740","Neder-Betuwe","9","24034","37.4","23 maart 2020"
"203","946","Nederweert","9","17001","52.9","23 maart 2020"
"204","356","Nieuwegein","11","63036","17.5","23 maart 2020"
"205","569","Nieuwkoop","3","28628","10.5","23 maart 2020"
"206","267","Nijkerk","7","42943","16.3","23 maart 2020"
"207","268","Nijmegen","79","176731","44.7","23 maart 2020"
"208","1930","Nissewaard","15","84797","17.7","23 maart 2020"
"209","1970","Noardeast-Fryslân","2","45181","4.4","23 maart 2020"
"210","1695","Noord-Beveland","0","7308","0","23 maart 2020"
"211","1699","Noordenveld","1","31290","3.2","23 maart 2020"
"212","171","Noordoostpolder","3","46849","6.4","23 maart 2020"
"213","575","Noordwijk","6","42859","14","23 maart 2020"
"214","820","Nuenen, Gerwen en Nederwetten","4","23186","17.3","23 maart 2020"
"215","302","Nunspeet","17","27481","61.9","23 maart 2020"
"216","579","Oegstgeest","7","24426","28.7","23 maart 2020"
"217","823","Oirschot","3","18623","16.1","23 maart 2020"
"218","824","Oisterwijk","16","26140","61.2","23 maart 2020"
"219","1895","Oldambt","0","38129","0","23 maart 2020"
"220","269","Oldebroek","7","23598","29.7","23 maart 2020"
"221","173","Oldenzaal","6","31840","18.8","23 maart 2020"
"222","1773","Olst-Wijhe","2","18071","11.1","23 maart 2020"
"223","175","Ommen","6","17813","33.7","23 maart 2020"
"224","1586","Oost Gelre","2","29704","6.7","23 maart 2020"
"225","826","Oosterhout","22","55616","39.6","23 maart 2020"
"226","85","Ooststellingwerf","0","25497","0","23 maart 2020"
"227","431","Oostzaan","5","9757","51.2","23 maart 2020"
"228","432","Opmeer","0","11779","0","23 maart 2020"
"229","86","Opsterland","3","29723","10.1","23 maart 2020"
"230","828","Oss","65","91451","71.1","23 maart 2020"
"231","1509","Oude IJsselstreek","4","39473","10.1","23 maart 2020"
"232","437","Ouder-Amstel","5","13916","35.9","23 maart 2020"
"233","589","Oudewater","4","10201","39.2","23 maart 2020"
"234","1734","Overbetuwe","30","47543","63.1","23 maart 2020"
"235","590","Papendrecht","5","32290","15.5","23 maart 2020"
"236","1894","Peel en Maas","69","43311","159.3","23 maart 2020"
"237","765","Pekela","2","12214","16.4","23 maart 2020"
"238","1926","Pijnacker-Nootdorp","12","54331","22.1","23 maart 2020"
"239","439","Purmerend","22","80117","27.5","23 maart 2020"
"240","273","Putten","3","24198","12.4","23 maart 2020"
"241","177","Raalte","5","37511","13.3","23 maart 2020"
"242","703","Reimerswaal","5","22678","22","23 maart 2020"
"243","274","Renkum","10","31302","31.9","23 maart 2020"
"244","339","Renswoude","0","5259","0","23 maart 2020"
"245","1667","Reusel-De Mierden","1","13060","7.7","23 maart 2020"
"246","275","Rheden","12","43640","27.5","23 maart 2020"
"247","340","Rhenen","1","20004","5","23 maart 2020"
"248","597","Ridderkerk","5","46241","10.8","23 maart 2020"
"249","1742","Rijssen-Holten","4","38300","10.4","23 maart 2020"
"250","603","Rijswijk","7","53467","13.1","23 maart 2020"
"251","1669","Roerdalen","7","20615","34","23 maart 2020"
"252","957","Roermond","23","58209","39.5","23 maart 2020"
"253","1674","Roosendaal","16","77032","20.8","23 maart 2020"
"254","599","Rotterdam","149","644618","23.1","23 maart 2020"
"255","277","Rozendaal","2","1654","120.9","23 maart 2020"
"256","840","Rucphen","6","22572","26.6","23 maart 2020"
"257","441","Schagen","7","46553","15","23 maart 2020"
"258","279","Scherpenzeel","2","9873","20.3","23 maart 2020"
"259","606","Schiedam","8","77999","10.3","23 maart 2020"
"260","88","Schiermonnikoog","0","936","0","23 maart 2020"
"261","1676","Schouwen-Duiveland","3","33779","8.9","23 maart 2020"
"262","965","Simpelveld","5","10516","47.5","23 maart 2020"
"263","1702","Sint Anthonis","13","11606","112","23 maart 2020"
"264","845","Sint-Michielsgestel","14","28991","48.3","23 maart 2020"
"265","1883","Sittard-Geleen","61","92661","65.8","23 maart 2020"
"266","610","Sliedrecht","3","25026","12","23 maart 2020"
"267","1714","Sluis","4","23386","17.1","23 maart 2020"
"268","90","Smallingerland","3","55938","5.4","23 maart 2020"
"269","342","Soest","16","46194","34.6","23 maart 2020"
"270","847","Someren","7","19322","36.2","23 maart 2020"
"271","848","Son en Breugel","10","16904","59.2","23 maart 2020"
"272","37","Stadskanaal","0","31789","0","23 maart 2020"
"273","180","Staphorst","4","17003","23.5","23 maart 2020"
"274","532","Stede Broec","8","21706","36.9","23 maart 2020"
"275","851","Steenbergen","8","25054","31.9","23 maart 2020"
"276","1708","Steenwijkerland","4","43940","9.1","23 maart 2020"
"277","971","Stein","9","24961","36.1","23 maart 2020"
"278","1904","Stichtse Vecht","13","64336","20.2","23 maart 2020"
"279","1900","Súdwest-Fryslân","5","89710","5.6","23 maart 2020"
"280","715","Terneuzen","6","54589","11","23 maart 2020"
"281","93","Terschelling","0","4890","0","23 maart 2020"
"282","448","Texel","3","13547","22.1","23 maart 2020"
"283","1525","Teylingen","7","37061","18.9","23 maart 2020"
"284","716","Tholen","8","25780","31","23 maart 2020"
"285","281","Tiel","6","41978","14.3","23 maart 2020"
"286","855","Tilburg","193","217259","88.8","23 maart 2020"
"287","183","Tubbergen","4","21276","18.8","23 maart 2020"
"288","1700","Twenterand","2","33792","5.9","23 maart 2020"
"289","1730","Tynaarlo","8","33698","23.7","23 maart 2020"
"290","737","Tytsjerksteradiel","1","31780","3.1","23 maart 2020"
"291","856","Uden","84","41782","201","23 maart 2020"
"292","450","Uitgeest","4","13528","29.6","23 maart 2020"
"293","451","Uithoorn","2","29424","6.8","23 maart 2020"
"294","184","Urk","7","20776","33.7","23 maart 2020"
"295","344","Utrecht","145","352866","41.1","23 maart 2020"
"296","1581","Utrechtse Heuvelrug","14","49515","28.3","23 maart 2020"
"297","981","Vaals","0","10092","0","23 maart 2020"
"298","994","Valkenburg aan de Geul","4","16470","24.3","23 maart 2020"
"299","858","Valkenswaard","5","30910","16.2","23 maart 2020"
"300","47","Veendam","0","27491","0","23 maart 2020"
"301","345","Veenendaal","6","65589","9.1","23 maart 2020"
"302","717","Veere","6","21835","27.5","23 maart 2020"
"303","861","Veldhoven","11","45337","24.3","23 maart 2020"
"304","453","Velsen","11","68348","16.1","23 maart 2020"
"305","983","Venlo","35","101603","34.4","23 maart 2020"
"306","984","Venray","10","43326","23.1","23 maart 2020"
"307","1961","Vijfheerenlanden","12","55712","21.5","23 maart 2020"
"308","622","Vlaardingen","15","72404","20.7","23 maart 2020"
"309","96","Vlieland","0","1138","0","23 maart 2020"
"310","718","Vlissingen","8","44371","18","23 maart 2020"
"311","986","Voerendaal","4","12452","32.1","23 maart 2020"
"312","626","Voorschoten","3","25479","11.8","23 maart 2020"
"313","285","Voorst","2","24417","8.2","23 maart 2020"
"314","865","Vught","17","26396","64.4","23 maart 2020"
"315","1949","Waadhoeke","0","46039","0","23 maart 2020"
"316","866","Waalre","2","17247","11.6","23 maart 2020"
"317","867","Waalwijk","24","48240","49.8","23 maart 2020"
"318","627","Waddinxveen","4","28316","14.1","23 maart 2020"
"319","289","Wageningen","3","38774","7.7","23 maart 2020"
"320","629","Wassenaar","5","26211","19.1","23 maart 2020"
"321","852","Waterland","9","17315","52","23 maart 2020"
"322","988","Weert","12","49842","24.1","23 maart 2020"
"323","457","Weesp","1","19334","5.2","23 maart 2020"
"324","1960","West Betuwe","15","50697","29.6","23 maart 2020"
"325","668","West Maas en Waal","7","19076","36.7","23 maart 2020"
"326","1969","Westerkwartier","8","63031","12.7","23 maart 2020"
"327","1701","Westerveld","2","19348","10.3","23 maart 2020"
"328","293","Westervoort","2","14944","13.4","23 maart 2020"
"329","1950","Westerwolde","0","25199","0","23 maart 2020"
"330","1783","Westland","21","108603","19.3","23 maart 2020"
"331","98","Weststellingwerf","1","25840","3.9","23 maart 2020"
"332","614","Westvoorne","7","14626","47.9","23 maart 2020"
"333","189","Wierden","0","24351","0","23 maart 2020"
"334","296","Wijchen","21","40951","51.3","23 maart 2020"
"335","1696","Wijdemeren","1","24013","4.2","23 maart 2020"
"336","352","Wijk bij Duurstede","6","23762","25.3","23 maart 2020"
"337","294","Winterswijk","2","28903","6.9","23 maart 2020"
"338","873","Woensdrecht","3","21866","13.7","23 maart 2020"
"339","632","Woerden","14","52197","26.8","23 maart 2020"
"340","880","Wormerland","2","16329","12.2","23 maart 2020"
"341","351","Woudenberg","4","13166","30.4","23 maart 2020"
"342","479","Zaanstad","19","155885","12.2","23 maart 2020"
"343","297","Zaltbommel","7","28451","24.6","23 maart 2020"
"344","473","Zandvoort","3","17011","17.6","23 maart 2020"
"345","50","Zeewolde","4","22309","17.9","23 maart 2020"
"346","355","Zeist","19","63934","29.7","23 maart 2020"
"347","299","Zevenaar","9","43488","20.7","23 maart 2020"
"348","637","Zoetermeer","7","124944","5.6","23 maart 2020"
"349","638","Zoeterwoude","0","8450","0","23 maart 2020"
"350","1892","Zuidplas","3","42762","7","23 maart 2020"
"351","879","Zundert","9","21612","41.6","23 maart 2020"
"352","301","Zutphen","6","47609","12.6","23 maart 2020"
"353","1896","Zwartewaterland","19","22503","84.4","23 maart 2020"
"354","642","Zwijndrecht","6","44639","13.4","23 maart 2020"
"355","193","Zwolle","35","127497","27.5","23 maart 2020"
