"","numero","municipalite","montant","habitants","montantparhabitant","Date"
"242","703","Reimerswaal","7","22678","30.9","26 maart 2020"
"243","274","Renkum","14","31302","44.7","26 maart 2020"
"244","339","Renswoude","0","5259","0","26 maart 2020"
"245","1667","Reusel-De Mierden","4","13060","30.6","26 maart 2020"
"246","275","Rheden","21","43640","48.1","26 maart 2020"
"247","340","Rhenen","2","20004","10","26 maart 2020"
"248","597","Ridderkerk","13","46241","28.1","26 maart 2020"
"249","1742","Rijssen-Holten","13","38300","33.9","26 maart 2020"
"250","603","Rijswijk","11","53467","20.6","26 maart 2020"
"251","1669","Roerdalen","11","20615","53.4","26 maart 2020"
"252","957","Roermond","29","58209","49.8","26 maart 2020"
"253","1674","Roosendaal","24","77032","31.2","26 maart 2020"
"254","599","Rotterdam","204","644618","31.6","26 maart 2020"
"255","277","Rozendaal","2","1654","120.9","26 maart 2020"
"256","840","Rucphen","6","22572","26.6","26 maart 2020"
"257","441","Schagen","12","46553","25.8","26 maart 2020"
"258","279","Scherpenzeel","3","9873","30.4","26 maart 2020"
"259","606","Schiedam","16","77999","20.5","26 maart 2020"
"260","88","Schiermonnikoog","0","936","0","26 maart 2020"
"261","1676","Schouwen-Duiveland","8","33779","23.7","26 maart 2020"
"262","965","Simpelveld","10","10516","95.1","26 maart 2020"
"263","1702","Sint Anthonis","14","11606","120.6","26 maart 2020"
"264","845","Sint-Michielsgestel","22","28991","75.9","26 maart 2020"
"265","1883","Sittard-Geleen","94","92661","101.4","26 maart 2020"
"266","610","Sliedrecht","7","25026","28","26 maart 2020"
"267","1714","Sluis","6","23386","25.7","26 maart 2020"
"268","90","Smallingerland","5","55938","8.9","26 maart 2020"
"269","342","Soest","23","46194","49.8","26 maart 2020"
"270","847","Someren","15","19322","77.6","26 maart 2020"
"271","848","Son en Breugel","19","16904","112.4","26 maart 2020"
"272","37","Stadskanaal","1","31789","3.1","26 maart 2020"
"273","180","Staphorst","4","17003","23.5","26 maart 2020"
"274","532","Stede Broec","17","21706","78.3","26 maart 2020"
"275","851","Steenbergen","11","25054","43.9","26 maart 2020"
"276","1708","Steenwijkerland","8","43940","18.2","26 maart 2020"
"277","971","Stein","28","24961","112.2","26 maart 2020"
"278","1904","Stichtse Vecht","27","64336","42","26 maart 2020"
"279","1900","Súdwest-Fryslân","12","89710","13.4","26 maart 2020"
"280","715","Terneuzen","14","54589","25.6","26 maart 2020"
"281","93","Terschelling","0","4890","0","26 maart 2020"
"282","448","Texel","3","13547","22.1","26 maart 2020"
"283","1525","Teylingen","10","37061","27","26 maart 2020"
"284","716","Tholen","14","25780","54.3","26 maart 2020"
"285","281","Tiel","20","41978","47.6","26 maart 2020"
"286","855","Tilburg","230","217259","105.9","26 maart 2020"
"287","183","Tubbergen","9","21276","42.3","26 maart 2020"
"288","1700","Twenterand","3","33792","8.9","26 maart 2020"
"289","1730","Tynaarlo","15","33698","44.5","26 maart 2020"
"290","737","Tytsjerksteradiel","2","31780","6.3","26 maart 2020"
"291","856","Uden","107","41782","256.1","26 maart 2020"
"292","450","Uitgeest","4","13528","29.6","26 maart 2020"
"293","451","Uithoorn","7","29424","23.8","26 maart 2020"
"294","184","Urk","8","20776","38.5","26 maart 2020"
"295","344","Utrecht","215","352866","60.9","26 maart 2020"
"296","1581","Utrechtse Heuvelrug","17","49515","34.3","26 maart 2020"
"297","981","Vaals","6","10092","59.5","26 maart 2020"
"298","994","Valkenburg aan de Geul","10","16470","60.7","26 maart 2020"
"299","858","Valkenswaard","17","30910","55","26 maart 2020"
"300","47","Veendam","1","27491","3.6","26 maart 2020"
"301","345","Veenendaal","7","65589","10.7","26 maart 2020"
"302","717","Veere","7","21835","32.1","26 maart 2020"
"303","861","Veldhoven","22","45337","48.5","26 maart 2020"
"304","453","Velsen","23","68348","33.7","26 maart 2020"
"305","983","Venlo","54","101603","53.1","26 maart 2020"
"306","984","Venray","20","43326","46.2","26 maart 2020"
"307","1961","Vijfheerenlanden","24","55712","43.1","26 maart 2020"
"308","622","Vlaardingen","24","72404","33.1","26 maart 2020"
"309","96","Vlieland","0","1138","0","26 maart 2020"
"310","718","Vlissingen","8","44371","18","26 maart 2020"
"311","986","Voerendaal","7","12452","56.2","26 maart 2020"
"312","626","Voorschoten","6","25479","23.5","26 maart 2020"
"313","285","Voorst","10","24417","41","26 maart 2020"
"314","865","Vught","25","26396","94.7","26 maart 2020"
"315","1949","Waadhoeke","2","46039","4.3","26 maart 2020"
"316","866","Waalre","6","17247","34.8","26 maart 2020"
"317","867","Waalwijk","39","48240","80.8","26 maart 2020"
"318","627","Waddinxveen","6","28316","21.2","26 maart 2020"
"319","289","Wageningen","4","38774","10.3","26 maart 2020"
"320","629","Wassenaar","6","26211","22.9","26 maart 2020"
"321","852","Waterland","11","17315","63.5","26 maart 2020"
"322","988","Weert","28","49842","56.2","26 maart 2020"
"323","457","Weesp","7","19334","36.2","26 maart 2020"
"324","1960","West Betuwe","22","50697","43.4","26 maart 2020"
"325","668","West Maas en Waal","13","19076","68.1","26 maart 2020"
"326","1969","Westerkwartier","12","63031","19","26 maart 2020"
"327","1701","Westerveld","2","19348","10.3","26 maart 2020"
"328","293","Westervoort","2","14944","13.4","26 maart 2020"
"329","1950","Westerwolde","3","25199","11.9","26 maart 2020"
"330","1783","Westland","30","108603","27.6","26 maart 2020"
"331","98","Weststellingwerf","2","25840","7.7","26 maart 2020"
"332","614","Westvoorne","8","14626","54.7","26 maart 2020"
"333","189","Wierden","2","24351","8.2","26 maart 2020"
"334","296","Wijchen","30","40951","73.3","26 maart 2020"
"335","1696","Wijdemeren","4","24013","16.7","26 maart 2020"
"336","352","Wijk bij Duurstede","7","23762","29.5","26 maart 2020"
"337","294","Winterswijk","2","28903","6.9","26 maart 2020"
"338","873","Woensdrecht","5","21866","22.9","26 maart 2020"
"339","632","Woerden","25","52197","47.9","26 maart 2020"
"340","880","Wormerland","5","16329","30.6","26 maart 2020"
"341","351","Woudenberg","7","13166","53.2","26 maart 2020"
"342","479","Zaanstad","31","155885","19.9","26 maart 2020"
"343","297","Zaltbommel","7","28451","24.6","26 maart 2020"
"344","473","Zandvoort","6","17011","35.3","26 maart 2020"
"345","50","Zeewolde","6","22309","26.9","26 maart 2020"
"346","355","Zeist","28","63934","43.8","26 maart 2020"
"347","299","Zevenaar","10","43488","23","26 maart 2020"
"348","637","Zoetermeer","14","124944","11.2","26 maart 2020"
"349","638","Zoeterwoude","1","8450","11.8","26 maart 2020"
"350","1892","Zuidplas","10","42762","23.4","26 maart 2020"
"351","879","Zundert","15","21612","69.4","26 maart 2020"
"352","301","Zutphen","8","47609","16.8","26 maart 2020"
"353","1896","Zwartewaterland","33","22503","146.6","26 maart 2020"
"354","642","Zwijndrecht","11","44639","24.6","26 maart 2020"
"355","193","Zwolle","56","127497","43.9","26 maart 2020"
