Date;S&P Comp. P;Dividend;Earnings;CPI;Date Fraction;Long Interest Rate;Real Price;Real Dividend;Real Total Return Price;Real Earnings;Real TR Scaled Earnings;
1871,01;4,44;0,26;0,40;12,46;1871,04;5,32;92,27;5,40;92,27;8,31;8,31;
1871,02;4,50;0,26;0,40;12,84;1871,13;5,32;90,75;5,24;91,19;8,07;8,11;
1871,03;4,61;0,26;0,40;13,03;1871,21;5,33;91,61;5,17;92,48;7,95;8,02;
1871,04;4,74;0,26;0,40;12,56;1871,29;5,33;97,76;5,36;99,15;8,25;8,37;
1871,05;4,86;0,26;0,40;12,27;1871,38;5,33;102,57;5,49;104,48;8,44;8,60;
1871,06;4,82;0,26;0,40;12,08;1871,46;5,34;103,33;5,57;105,73;8,57;8,77;
1871,07;4,73;0,26;0,40;12,08;1871,54;5,34;101,40;5,57;104,23;8,57;8,81;
1871,08;4,79;0,26;0,40;11,89;1871,63;5,34;104,32;5,66;107,72;8,71;9,00;
1871,09;4,84;0,26;0,40;12,18;1871,71;5,35;102,94;5,53;106,77;8,51;8,82;
1871,1;4,59;0,26;0,40;12,37;1871,79;5,35;96,12;5,44;100,17;8,38;8,73;
1871,11;4,64;0,26;0,40;12,37;1871,88;5,35;97,17;5,44;101,74;8,38;8,77;
1871,12;4,74;0,26;0,40;12,65;1871,96;5,36;97,03;5,32;102,05;8,19;8,61;
1872,01;4,86;0,26;0,40;12,65;1872,04;5,36;99,48;5,39;105,10;8,24;8,70;
1872,02;4,88;0,27;0,41;12,65;1872,13;5,38;99,89;5,46;106,02;8,29;8,80;
1872,03;5,04;0,27;0,41;12,84;1872,21;5,40;101,64;5,44;108,35;8,22;8,76;
1872,04;5,18;0,27;0,41;13,13;1872,29;5,42;102,19;5,39;109,42;8,09;8,66;
1872,05;5,18;0,28;0,41;13,13;1872,38;5,43;102,19;5,46;109,91;8,14;8,75;
1872,06;5,13;0,28;0,42;13,03;1872,46;5,45;101,94;5,56;110,14;8,25;8,91;
1872,07;5,10;0,28;0,42;12,84;1872,54;5,47;102,85;5,71;111,63;8,42;9,14;
1872,08;5,04;0,29;0,42;12,94;1872,63;5,49;100,89;5,74;110,03;8,41;9,17;
1872,09;4,95;0,29;0,42;13,03;1872,71;5,51;98,37;5,76;107,80;8,40;9,20;
1872,1;4,97;0,29;0,43;12,75;1872,79;5,53;100,98;5,96;111,20;8,63;9,51;
1872,11;4,95;0,30;0,43;13,13;1872,88;5,54;97,65;5,85;108,08;8,43;9,33;
1872,12;5,07;0,30;0,43;12,94;1872,96;5,56;101,49;6,01;112,88;8,61;9,57;
1873,01;5,11;0,30;0,43;12,94;1873,04;5,58;102,29;6,06;114,33;8,66;9,68;
1873,02;5,15;0,31;0,44;13,23;1873,13;5,57;100,87;5,97;113,30;8,52;9,57;
1873,03;5,11;0,31;0,44;13,23;1873,21;5,56;100,09;6,02;112,98;8,57;9,67;
1873,04;5,04;0,31;0,44;13,23;1873,29;5,55;98,71;6,07;112,01;8,62;9,78;
1873,05;5,05;0,31;0,44;12,94;1873,38;5,54;101,09;6,26;115,29;8,86;10,10;
1873,06;4,98;0,32;0,45;12,56;1873,46;5,53;102,71;6,50;117,76;9,18;10,52;
1873,07;4,97;0,32;0,45;12,56;1873,54;5,53;102,51;6,55;118,15;9,23;10,64;
1873,08;4,97;0,32;0,45;12,56;1873,63;5,52;102,51;6,60;118,78;9,28;10,75;
1873,09;4,59;0,32;0,45;12,56;1873,71;5,51;94,67;6,65;110,34;9,33;10,88;
1873,1;4,19;0,33;0,46;12,27;1873,79;5,50;88,43;6,86;103,74;9,60;11,26;
1873,11;4,04;0,33;0,46;11,89;1873,88;5,49;87,99;7,13;103,92;9,96;11,77;
1873,12;4,42;0,33;0,46;12,18;1873,96;5,48;94,01;7,02;111,72;9,78;11,63;
1874,01;4,66;0,33;0,46;12,37;1874,04;5,47;97,59;6,91;116,66;9,63;11,52;
1874,02;4,80;0,33;0,46;12,37;1874,13;5,44;100,52;6,91;120,85;9,63;11,58;
1874,03;4,73;0,33;0,46;12,37;1874,21;5,40;99,06;6,91;119,78;9,63;11,65;
1874,04;4,60;0,33;0,46;12,18;1874,29;5,37;97,84;7,02;119,02;9,78;11,90;
1874,05;4,48;0,33;0,46;12,08;1874,38;5,34;96,04;7,07;117,54;9,86;12,07;
1874,06;4,46;0,33;0,46;11,80;1874,46;5,30;97,92;7,25;120,59;10,10;12,44;
1874,07;4,46;0,33;0,46;11,89;1874,54;5,27;97,14;7,19;120,36;10,02;12,41;
1874,08;4,47;0,33;0,46;11,80;1874,63;5,24;98,14;7,25;122,35;10,10;12,59;
1874,09;4,54;0,33;0,46;11,80;1874,71;5,20;99,68;7,25;125,02;10,10;12,67;
1874,1;4,53;0,33;0,46;11,61;1874,79;5,17;101,09;7,36;127,56;10,27;12,95;
1874,11;4,57;0,33;0,46;11,51;1874,88;5,14;102,82;7,42;130,53;10,35;13,14;
1874,12;4,54;0,33;0,46;11,51;1874,96;5,10;102,15;7,42;130,46;10,35;13,22;
1875,01;4,54;0,33;0,45;11,51;1875,04;5,07;102,15;7,37;131,24;10,16;13,06;
1875,02;4,53;0,33;0,44;11,51;1875,13;5,03;101,92;7,31;131,74;9,97;12,89;
1875,03;4,59;0,32;0,44;11,51;1875,21;4,99;103,27;7,26;134,26;9,79;12,72;
1875,04;4,65;0,32;0,43;11,61;1875,29;4,95;103,77;7,14;135,68;9,52;12,45;
1875,05;4,47;0,32;0,42;11,32;1875,38;4,91;102,26;7,26;134,50;9,57;12,59;
1875,06;4,38;0,32;0,41;11,13;1875,46;4,87;101,92;7,33;134,85;9,54;12,62;
1875,07;4,39;0,31;0,40;11,13;1875,54;4,83;102,15;7,27;135,96;9,35;12,44;
1875,08;4,41;0,31;0,39;11,23;1875,63;4,79;101,75;7,15;136,22;9,07;12,15;
1875,09;4,37;0,31;0,39;11,13;1875,71;4,75;101,69;7,16;136,93;8,96;12,06;
1875,1;4,30;0,31;0,38;11,13;1875,79;4,71;100,06;7,10;135,54;8,77;11,87;
1875,11;4,37;0,30;0,37;11,04;1875,88;4,67;102,56;7,10;139,73;8,64;11,78;
1875,12;4,37;0,30;0,36;10,94;1875,96;4,63;103,45;7,10;141,75;8,52;11,68;
1876,01;4,46;0,30;0,35;10,85;1876,04;4,59;106,51;7,16;146,76;8,44;11,63;
1876,02;4,52;0,30;0,35;10,85;1876,13;4,58;107,94;7,16;149,56;8,28;11,47;
1876,03;4,51;0,30;0,34;10,85;1876,21;4,57;107,71;7,16;150,05;8,12;11,31;
1876,04;4,34;0,30;0,33;10,75;1876,29;4,56;104,56;7,23;146,51;8,03;11,25;
1876,05;4,18;0,30;0,33;10,37;1876,38;4,54;104,40;7,49;147,17;8,16;11,50;
1876,06;4,15;0,30;0,32;10,09;1876,46;4,53;106,59;7,71;151,15;8,22;11,66;
1876,07;4,10;0,30;0,31;10,09;1876,54;4,52;105,30;7,71;150,24;8,05;11,48;
1876,08;3,93;0,30;0,31;10,18;1876,62;4,51;99,99;7,63;143,57;7,80;11,20;
1876,09;3,69;0,30;0,30;10,28;1876,71;4,50;93,02;7,56;134,46;7,56;10,93;
1876,1;3,67;0,30;0,29;10,47;1876,79;4,49;90,83;7,42;132,20;7,26;10,56;
1876,11;3,60;0,30;0,29;10,56;1876,87;4,47;88,30;7,36;129,40;7,03;10,31;
1876,12;3,58;0,30;0,28;10,75;1876,96;4,46;86,25;7,23;127,28;6,75;9,96;
1877,01;3,55;0,29;0,28;10,94;1877,04;4,45;84,04;6,88;124,87;6,67;9,91;
1877,02;3,34;0,28;0,28;10,66;1877,12;4,44;81,19;6,85;121,48;6,89;10,30;
1877,03;3,17;0,27;0,29;10,18;1877,21;4,43;80,66;6,93;121,55;7,25;10,93;
1877,04;2,94;0,26;0,29;10,47;1877,29;4,42;72,76;6,52;110,47;7,10;10,77;
1877,05;2,94;0,25;0,29;10,66;1877,37;4,41;71,46;6,18;109,28;7,01;10,72;
1877,06;2,73;0,25;0,29;10,09;1877,46;4,40;70,12;6,29;108,02;7,45;11,47;
1877,07;2,85;0,24;0,29;10,18;1877,54;4,40;72,51;6,00;112,49;7,42;11,51;
1877,08;3,05;0,23;0,29;9,80;1877,62;4,39;80,62;5,99;125,83;7,75;12,10;
1877,09;3,24;0,22;0,30;9,70;1877,71;4,38;86,48;5,81;135,73;7,87;12,36;
1877,1;3,31;0,21;0,30;9,70;1877,79;4,37;88,35;5,56;139,39;7,92;12,49;
1877,11;3,26;0,20;0,30;9,51;1877,87;4,36;88,75;5,42;140,74;8,12;12,88;
1877,12;3,25;0,19;0,30;9,51;1877,96;4,35;88,48;5,17;141,00;8,17;13,02;
1878,01;3,25;0,19;0,30;9,23;1878,04;4,34;91,22;5,31;146,06;8,44;13,52;
1878,02;3,18;0,19;0,30;9,13;1878,12;4,33;90,18;5,34;145,12;8,56;13,77;
1878,03;3,24;0,19;0,30;8,94;1878,21;4,32;93,84;5,43;151,73;8,76;14,17;
1878,04;3,33;0,19;0,30;8,85;1878,29;4,31;97,48;5,47;158,36;8,88;14,42;
1878,05;3,34;0,19;0,30;8,56;1878,37;4,30;101,03;5,62;164,89;9,20;15,02;
1878,06;3,41;0,19;0,31;8,37;1878,46;4,29;105,50;5,72;172,95;9,44;15,47;
1878,07;3,48;0,18;0,31;8,47;1878,54;4,28;106,45;5,63;175,29;9,35;15,40;
1878,08;3,45;0,18;0,31;8,56;1878,62;4,27;104,36;5,54;172,61;9,28;15,34;
1878,09;3,52;0,18;0,31;8,56;1878,71;4,26;106,48;5,52;176,87;9,30;15,45;
1878,1;3,48;0,18;0,31;8,47;1878,79;4,25;106,45;5,56;177,59;9,43;15,73;
1878,11;3,47;0,18;0,31;8,37;1878,87;4,24;107,35;5,59;179,87;9,57;16,03;
1878,12;3,45;0,18;0,31;8,18;1878,96;4,23;109,22;5,70;183,79;9,81;16,51;
1879,01;3,58;0,18;0,32;8,28;1879,04;4,22;112,03;5,69;189,32;9,88;16,70;
1879,02;3,71;0,18;0,32;8,37;1879,12;4,20;114,78;5,67;194,76;9,95;16,89;
1879,03;3,65;0,19;0,33;8,28;1879,21;4,19;114,22;5,79;194,64;10,25;17,46;
1879,04;3,77;0,19;0,33;8,18;1879,29;4,17;119,35;5,91;204,21;10,55;18,05;
1879,05;3,94;0,19;0,34;8,18;1879,37;4,15;124,73;5,96;214,27;10,74;18,45;
1879,06;3,96;0,19;0,35;8,09;1879,46;4,14;126,84;6,09;218,76;11,05;19,06;
1879,07;4,04;0,19;0,35;8,18;1879,54;4,12;127,89;6,07;221,46;11,11;19,23;
1879,08;4,07;0,19;0,36;8,18;1879,62;4,10;128,84;6,12;223,99;11,29;19,63;
1879,09;4,22;0,20;0,36;8,47;1879,71;4,09;129,09;5,96;225,28;11,09;19,35;
1879,1;4,68;0,20;0,37;8,94;1879,79;4,07;135,54;5,70;237,37;10,67;18,68;
1879,11;4,93;0,20;0,37;9,42;1879,87;4,05;135,57;5,45;238,22;10,29;18,08;
1879,12;4,92;0,20;0,38;9,70;1879,96;4,04;131,32;5,34;231,53;10,14;17,88;
1880,01;5,11;0,21;0,39;9,99;1880,04;4,02;132,49;5,32;234,38;10,09;17,85;
1880,02;5,20;0,21;0,40;9,99;1880,12;3,99;134,83;5,44;239,31;10,33;18,33;
1880,03;5,30;0,22;0,41;10,09;1880,21;3,97;136,12;5,52;242,43;10,47;18,64;
1880,04;5,18;0,22;0,42;9,70;1880,29;3,94;138,26;5,87;247,10;11,12;19,88;
1880,05;4,77;0,23;0,43;9,42;1880,37;3,91;131,17;6,19;235,36;11,71;21,01;
1880,06;4,79;0,23;0,44;9,23;1880,46;3,89;134,44;6,46;242,19;12,21;21,99;
1880,07;5,01;0,24;0,44;9,23;1880,54;3,86;140,61;6,60;254,30;12,47;22,55;
1880,08;5,19;0,24;0,45;9,23;1880,62;3,83;145,67;6,74;264,45;12,72;23,10;
1880,09;5,18;0,25;0,46;9,32;1880,71;3,81;143,90;6,81;262,28;12,85;23,42;
1880,1;5,33;0,25;0,47;9,32;1880,79;3,78;148,07;6,95;270,93;13,10;23,98;
1880,11;5,61;0,26;0,48;9,42;1880,87;3,75;154,27;7,01;283,35;13,22;24,28;
1880,12;5,84;0,26;0,49;9,51;1880,96;3,73;158,99;7,08;293,10;13,34;24,59;
1881,01;6,19;0,27;0,49;9,42;1881,04;3,70;170,22;7,29;314,92;13,36;24,72;
1881,02;6,17;0,27;0,48;9,51;1881,12;3,69;167,98;7,35;311,90;13,11;24,35;
1881,03;6,24;0,28;0,48;9,51;1881,21;3,69;169,88;7,49;316,59;13,00;24,23;
1881,04;6,22;0,28;0,47;9,61;1881,29;3,68;167,66;7,55;313,63;12,76;23,87;
1881,05;6,50;0,29;0,47;9,51;1881,37;3,67;176,96;7,76;332,23;12,77;23,98;
1881,06;6,58;0,29;0,47;9,51;1881,46;3,67;179,14;7,90;337,56;12,66;23,85;
1881,07;6,35;0,30;0,46;9,61;1881,54;3,66;171,17;7,95;323,78;12,42;23,50;
1881,08;6,20;0,30;0,46;9,80;1881,62;3,65;163,88;7,93;311,24;12,07;22,93;
1881,09;6,25;0,31;0,45;10,18;1881,71;3,65;159,02;7,76;303,25;11,51;21,96;
1881,1;6,15;0,31;0,45;10,28;1881,79;3,64;155,03;7,81;296,88;11,30;21,64;
1881,11;6,19;0,32;0,44;10,18;1881,87;3,63;157,50;8,01;302,88;11,30;21,74;
1881,12;6,01;0,32;0,44;10,18;1881,96;3,63;152,92;8,14;295,38;11,20;21,63;
1882,01;5,92;0,32;0,44;10,18;1882,04;3,62;150,63;8,14;292,27;11,17;21,68;
1882,02;5,79;0,32;0,44;10,28;1882,12;3,62;145,95;8,07;284,51;11,05;21,54;
1882,03;5,78;0,32;0,44;10,28;1882,21;3,62;145,70;8,07;285,33;11,03;21,60;
1882,04;5,78;0,32;0,44;10,37;1882,29;3,62;144,37;7,99;284,01;10,91;21,46;
1882,05;5,71;0,32;0,44;10,47;1882,37;3,62;141,32;7,92;279,32;10,79;21,32;
1882,06;5,68;0,32;0,44;10,56;1882,46;3,62;139,31;7,85;276,64;10,67;21,19;
1882,07;6,00;0,32;0,43;10,47;1882,54;3,63;148,50;7,92;296,20;10,75;21,43;
1882,08;6,18;0,32;0,43;10,56;1882,62;3,63;151,58;7,85;303,64;10,63;21,29;
1882,09;6,24;0,32;0,43;10,28;1882,71;3,63;157,30;8,07;316,45;10,90;21,93;
1882,1;6,07;0,32;0,43;10,18;1882,79;3,63;154,44;8,14;312,07;10,98;22,19;
1882,11;5,81;0,32;0,43;10,09;1882,87;3,63;149,22;8,22;302,90;11,06;22,46;
1882,12;5,84;0,32;0,43;9,99;1882,96;3,63;151,42;8,30;308,77;11,15;22,73;
1883,01;5,81;0,32;0,43;9,99;1883,04;3,63;150,64;8,32;308,60;11,08;22,71;
1883,02;5,68;0,32;0,43;10,09;1883,12;3,63;145,88;8,26;300,26;10,92;22,47;
1883,03;5,75;0,32;0,42;9,99;1883,21;3,63;149,09;8,36;308,29;10,95;22,65;
1883,04;5,87;0,32;0,42;9,90;1883,29;3,63;153,66;8,46;319,21;10,99;22,84;
1883,05;5,77;0,32;0,42;9,80;1883,37;3,63;152,51;8,57;318,30;11,04;23,03;
1883,06;5,82;0,33;0,42;9,51;1883,46;3,63;158,45;8,85;332,23;11,30;23,69;
1883,07;5,73;0,33;0,41;9,32;1883,54;3,63;159,18;9,05;335,35;11,46;24,14;
1883,08;5,47;0,33;0,41;9,32;1883,62;3,62;151,96;9,08;321,72;11,39;24,11;
1883,09;5,53;0,33;0,41;9,23;1883,71;3,62;155,21;9,19;330,23;11,44;24,33;
1883,1;5,38;0,33;0,41;9,23;1883,79;3,62;151,00;9,21;322,90;11,37;24,31;
1883,11;5,46;0,33;0,40;9,13;1883,87;3,62;154,84;9,34;332,78;11,41;24,53;
1883,12;5,34;0,33;0,40;9,23;1883,96;3,62;149,88;9,26;323,77;11,23;24,25;
1884,01;5,18;0,33;0,39;9,23;1884,04;3,62;145,39;9,21;315,73;11,02;23,92;
1884,02;5,32;0,33;0,39;9,23;1884,12;3,61;149,32;9,17;325,92;10,81;23,59;
1884,03;5,30;0,33;0,38;9,23;1884,21;3,60;148,75;9,12;326,36;10,60;23,25;
1884,04;5,06;0,32;0,37;9,04;1884,29;3,60;145,01;9,27;319,83;10,60;23,39;
1884,05;4,65;0,32;0,36;8,85;1884,37;3,59;136,12;9,42;301,97;10,61;23,54;
1884,06;4,46;0,32;0,36;8,85;1884,46;3,58;130,56;9,37;291,36;10,39;23,19;
1884,07;4,46;0,32;0,35;8,75;1884,54;3,57;131,98;9,42;296,28;10,28;23,08;
1884,08;4,74;0,32;0,34;8,75;1884,62;3,56;140,27;9,37;316,63;10,06;22,71;
1884,09;4,59;0,32;0,33;8,66;1884,71;3,55;137,32;9,42;311,75;9,95;22,58;
1884,1;4,44;0,31;0,33;8,56;1884,79;3,55;134,31;9,48;306,71;9,83;22,45;
1884,11;4,35;0,31;0,32;8,37;1884,87;3,54;134,58;9,64;309,16;9,82;22,56;
1884,12;4,34;0,31;0,31;8,28;1884,96;3,53;135,81;9,70;313,85;9,70;22,42;
1885,01;4,24;0,30;0,31;8,28;1885,04;3,52;132,68;9,52;308,45;9,60;22,31;
1885,02;4,37;0,30;0,30;8,37;1885,12;3,51;135,20;9,23;316,08;9,38;21,94;
1885,03;4,38;0,29;0,30;8,18;1885,21;3,50;138,66;9,26;325,98;9,50;22,33;
1885,04;4,37;0,29;0,30;8,28;1885,29;3,48;136,75;8,97;323,25;9,28;21,95;
1885,05;4,32;0,28;0,29;8,09;1885,37;3,47;138,37;8,99;328,85;9,39;22,33;
1885,06;4,30;0,28;0,29;7,90;1885,46;3,46;141,04;9,02;337,00;9,51;22,73;
1885,07;4,46;0,27;0,29;7,99;1885,54;3,45;144,55;8,72;347,11;9,29;22,31;
1885,08;4,71;0,26;0,28;7,99;1885,62;3,43;152,65;8,53;368,28;9,18;22,15;
1885,09;4,65;0,26;0,28;7,90;1885,71;3,42;152,52;8,45;369,66;9,18;22,26;
1885,1;4,92;0,25;0,28;7,90;1885,79;3,41;161,38;8,26;392,80;9,08;22,09;
1885,11;5,24;0,25;0,27;7,99;1885,87;3,40;169,83;7,97;414,98;8,86;21,64;
1885,12;5,20;0,24;0,27;8,18;1885,96;3,38;164,61;7,60;403,78;8,55;20,97;
1886,01;5,20;0,24;0,28;7,99;1886,04;3,37;168,53;7,72;414,97;8,91;21,95;
1886,02;5,30;0,24;0,28;7,99;1886,12;3,38;171,78;7,67;424,53;9,07;22,43;
1886,03;5,19;0,24;0,29;7,90;1886,21;3,40;170,24;7,71;422,31;9,35;23,19;
1886,04;5,12;0,23;0,29;7,80;1886,29;3,41;169,99;7,75;423,30;9,63;23,98;
1886,05;5,02;0,23;0,30;7,61;1886,37;3,42;170,84;7,88;427,04;10,04;25,10;
1886,06;5,25;0,23;0,30;7,52;1886,46;3,43;180,92;7,93;453,91;10,34;25,94;
1886,07;5,33;0,23;0,31;7,61;1886,54;3,45;181,38;7,77;456,70;10,38;26,13;
1886,08;5,37;0,23;0,31;7,71;1886,62;3,46;180,49;7,62;456,04;10,42;26,33;
1886,09;5,51;0,23;0,32;7,71;1886,71;3,47;185,20;7,56;469,52;10,59;26,84;
1886,1;5,65;0,22;0,32;7,71;1886,79;3,48;189,90;7,51;483,04;10,76;27,36;
1886,11;5,79;0,22;0,33;7,71;1886,87;3,50;194,61;7,45;496,59;10,92;27,87;
1886,12;5,64;0,22;0,33;7,80;1886,96;3,51;187,25;7,30;479,38;10,96;28,05;
1887,01;5,58;0,22;0,33;7,99;1887,04;3,52;180,85;7,21;464,52;10,78;27,68;
1887,02;5,54;0,23;0,34;8,09;1887,12;3,53;177,44;7,21;457,31;10,73;27,65;
1887,03;5,67;0,23;0,34;8,09;1887,21;3,55;181,60;7,29;469,60;10,81;27,95;
1887,04;5,80;0,23;0,34;8,09;1887,29;3,56;185,77;7,37;481,96;10,89;28,25;
1887,05;5,90;0,23;0,34;8,09;1887,37;3,57;188,97;7,45;491,88;10,97;28,55;
1887,06;5,73;0,24;0,35;7,99;1887,46;3,58;185,71;7,62;485,05;11,18;29,20;
1887,07;5,59;0,24;0,35;7,90;1887,54;3,60;183,36;7,79;480,59;11,40;29,88;
1887,08;5,45;0,24;0,35;7,99;1887,62;3,61;176,64;7,78;464,68;11,34;29,84;
1887,09;5,38;0,24;0,35;7,90;1887,71;3,62;176,47;7,95;465,98;11,56;30,53;
1887,1;5,20;0,25;0,36;7,99;1887,79;3,63;168,53;7,94;446,77;11,51;30,50;
1887,11;5,30;0,25;0,36;8,09;1887,87;3,65;169,75;7,93;451,76;11,45;30,47;
1887,12;5,27;0,25;0,36;8,28;1887,96;3,66;164,91;7,82;440,61;11,27;30,10;
1888,01;5,31;0,25;0,35;8,37;1888,04;3,67;164,28;7,68;440,62;10,88;29,18;
1888,02;5,28;0,25;0,34;8,28;1888,12;3,65;165,23;7,72;444,89;10,74;28,93;
1888,03;5,08;0,25;0,34;8,28;1888,21;3,63;158,97;7,67;429,76;10,48;28,34;
1888,04;5,10;0,24;0,33;8,18;1888,29;3,62;161,45;7,70;438,20;10,34;28,07;
1888,05;5,17;0,24;0,32;8,09;1888,37;3,60;165,59;7,74;451,20;10,19;27,78;
1888,06;5,01;0,24;0,31;7,99;1888,46;3,58;162,38;7,78;444,20;10,05;27,49;
1888,07;5,14;0,24;0,30;8,09;1888,54;3,56;164,63;7,63;452,11;9,66;26,54;
1888,08;5,25;0,24;0,29;8,09;1888,62;3,54;168,15;7,58;463,52;9,39;25,90;
1888,09;5,38;0,24;0,29;8,09;1888,71;3,52;172,32;7,53;476,73;9,13;25,25;
1888,1;5,35;0,23;0,28;8,18;1888,79;3,51;169,36;7,39;470,26;8,76;24,32;
1888,11;5,24;0,23;0,27;8,28;1888,87;3,49;163,97;7,25;456,97;8,40;23,40;
1888,12;5,14;0,23;0,26;8,28;1888,96;3,47;160,84;7,20;449,92;8,14;22,76;
1889,01;5,24;0,23;0,26;7,99;1889,04;3,45;169,83;7,43;476,79;8,53;23,96;
1889,02;5,30;0,23;0,27;7,90;1889,12;3,45;173,84;7,49;489,81;8,75;24,65;
1889,03;5,19;0,23;0,27;7,80;1889,21;3,45;172,31;7,55;487,27;8,96;25,35;
1889,04;5,18;0,23;0,27;7,80;1889,29;3,44;171,98;7,53;488,10;9,07;25,75;
1889,05;5,32;0,23;0,28;7,61;1889,37;3,44;181,04;7,68;515,64;9,42;26,82;
1889,06;5,41;0,23;0,28;7,61;1889,46;3,44;184,11;7,66;526,18;9,53;27,23;
1889,07;5,30;0,22;0,28;7,61;1889,54;3,44;180,36;7,63;517,30;9,64;27,65;
1889,08;5,37;0,22;0,29;7,61;1889,62;3,43;182,75;7,60;525,95;9,76;28,08;
1889,09;5,50;0,22;0,29;7,71;1889,71;3,43;184,86;7,48;533,83;9,75;28,15;
1889,1;5,40;0,22;0,29;7,71;1889,79;3,43;181,50;7,45;525,91;9,86;28,56;
1889,11;5,35;0,22;0,30;7,71;1889,87;3,43;179,82;7,42;522,84;9,97;29,00;
1889,12;5,32;0,22;0,30;7,80;1889,96;3,42;176,63;7,30;515,33;9,96;29,06;
1890,01;5,38;0,22;0,30;7,61;1890,04;3,42;183,09;7,49;536,00;10,18;29,81;
1890,02;5,32;0,22;0,30;7,61;1890,12;3,44;181,04;7,49;531,84;10,15;29,82;
1890,03;5,28;0,22;0,30;7,61;1890,21;3,45;179,68;7,49;529,68;10,12;29,84;
1890,04;5,39;0,22;0,30;7,61;1890,29;3,47;183,43;7,49;542,55;10,10;29,87;
1890,05;5,62;0,22;0,30;7,71;1890,37;3,49;188,89;7,39;560,54;9,94;29,50;
1890,06;5,58;0,22;0,30;7,71;1890,46;3,50;187,55;7,39;558,38;9,92;29,52;
1890,07;5,54;0,22;0,29;7,71;1890,54;3,52;186,20;7,39;556,21;9,89;29,54;
1890,08;5,41;0,22;0,29;7,99;1890,62;3,54;175,34;7,13;525,54;9,51;28,49;
1890,09;5,32;0,22;0,29;8,09;1890,71;3,55;170,39;7,05;512,48;9,37;28,18;
1890,1;5,08;0,22;0,29;8,09;1890,79;3,57;162,71;7,05;491,12;9,34;28,20;
1890,11;4,71;0,22;0,29;7,90;1890,87;3,59;154,49;7,22;468,14;9,54;28,90;
1890,12;4,60;0,22;0,29;7,90;1890,96;3,60;150,88;7,22;459,03;9,51;28,94;
1891,01;4,84;0,22;0,29;7,80;1891,04;3,62;160,69;7,30;490,72;9,77;29,83;
1891,02;4,90;0,22;0,30;7,90;1891,12;3,62;160,72;7,22;492,65;9,78;29,99;
1891,03;4,81;0,22;0,30;7,99;1891,21;3,62;155,89;7,13;479,67;9,80;30,17;
1891,04;4,97;0,22;0,31;8,09;1891,29;3,62;159,18;7,05;491,60;9,82;30,34;
1891,05;4,95;0,22;0,31;7,99;1891,37;3,61;160,43;7,13;497,29;10,07;31,22;
1891,06;4,85;0,22;0,32;7,80;1891,46;3,61;161,02;7,30;501,01;10,46;32,54;
1891,07;4,77;0,22;0,32;7,71;1891,54;3,61;160,32;7,39;500,75;10,73;33,51;
1891,08;4,93;0,22;0,32;7,71;1891,62;3,61;165,70;7,39;519,47;10,87;34,07;
1891,09;5,33;0,22;0,33;7,61;1891,71;3,61;181,38;7,49;570,59;11,15;35,06;
1891,1;5,33;0,22;0,33;7,61;1891,79;3,61;181,38;7,49;572,55;11,29;35,63;
1891,11;5,25;0,22;0,34;7,52;1891,87;3,60;180,92;7,58;573,09;11,57;36,66;
1891,12;5,41;0,22;0,34;7,52;1891,96;3,60;186,44;7,58;592,56;11,72;37,24;
1892,01;5,51;0,22;0,34;7,33;1892,04;3,60;194,82;7,84;621,27;12,11;38,62;
1892,02;5,52;0,22;0,35;7,33;1892,12;3,61;195,17;7,90;624,49;12,20;39,03;
1892,03;5,58;0,23;0,35;7,14;1892,21;3,63;202,55;8,17;650,29;12,61;40,50;
1892,04;5,57;0,23;0,35;7,04;1892,29;3,64;204,92;8,34;660,13;12,88;41,48;
1892,05;5,57;0,23;0,35;7,04;1892,37;3,65;204,92;8,40;662,38;12,97;41,92;
1892,06;5,54;0,23;0,36;7,04;1892,46;3,66;203,82;8,46;661,10;13,06;42,36;
1892,07;5,54;0,23;0,36;7,23;1892,54;3,68;198,45;8,30;645,94;12,81;41,68;
1892,08;5,62;0,23;0,36;7,33;1892,62;3,69;198,71;8,25;649,00;12,73;41,57;
1892,09;5,48;0,24;0,36;7,33;1892,71;3,70;193,76;8,31;635,09;12,82;42,01;
1892,1;5,59;0,24;0,37;7,33;1892,79;3,71;197,64;8,37;650,12;12,91;42,45;
1892,11;5,57;0,24;0,37;7,52;1892,87;3,73;191,95;8,21;633,65;12,66;41,81;
1892,12;5,51;0,24;0,37;7,61;1892,96;3,74;187,51;8,17;621,24;12,59;41,72;
1893,01;5,61;0,24;0,36;7,90;1893,04;3,75;184,01;7,90;611,83;11,83;39,35;
1893,02;5,51;0,24;0,35;7,99;1893,12;3,75;178,58;7,83;595,94;11,40;38,04;
1893,03;5,31;0,24;0,34;7,80;1893,21;3,74;176,30;8,05;590,56;11,37;38,09;
1893,04;5,31;0,24;0,33;7,71;1893,29;3,74;178,47;8,18;600,13;11,20;37,67;
1893,05;4,84;0,24;0,32;7,61;1893,37;3,73;164,71;8,31;556,18;11,03;37,25;
1893,06;4,61;0,25;0,32;7,42;1893,46;3,73;160,91;8,55;545,74;10,99;37,29;
1893,07;4,18;0,25;0,31;7,23;1893,54;3,73;149,74;8,81;510,34;10,95;37,34;
1893,08;4,08;0,25;0,30;6,95;1893,62;3,72;152,16;9,20;521,22;11,07;37,90;
