Date;S&P Comp. P;Dividend;Earnings;CPI;Date Fraction;Long Interest Rate;Real Price;Real Dividend;Real Total Return Price;Real Earnings;Real TR Scaled Earnings;
1938,05;9,98;0,75;0,84;14,10;1938,37;2,49;183,34;13,84;6350,50;15,37;532,39;
1938,06;10,21;0,74;0,77;14,10;1938,46;2,48;187,57;13,59;6536,09;14,15;492,93;
1938,07;12,24;0,71;0,72;14,10;1938,54;2,46;224,86;13,10;7873,68;13,23;463,16;
1938,08;12,31;0,69;0,67;14,10;1938,62;2,44;226,15;12,61;7955,52;12,31;433,00;
1938,09;11,75;0,66;0,62;14,10;1938,71;2,43;215,86;12,12;7629,16;11,39;402,56;
1938,1;13,06;0,61;0,63;14,00;1938,79;2,41;241,64;11,29;8573,54;11,59;411,39;
1938,11;13,07;0,56;0,63;14,00;1938,87;2,39;241,82;10,36;8610,74;11,72;417,25;
1938,12;12,69;0,51;0,64;14,00;1938,96;2,38;234,79;9,44;8388,39;11,84;423,05;
1939,01;12,50;0,51;0,66;14,00;1939,04;2,36;231,28;9,50;8291,07;12,27;439,98;
1939,02;12,40;0,52;0,69;13,90;1939,12;2,35;231,08;9,63;8312,67;12,80;460,33;1,037037037
1939,03;12,39;0,52;0,71;13,90;1939,21;2,34;230,89;9,69;8335,02;13,23;477,63;72
1939,04;10,83;0,52;0,73;13,80;1939,29;2,32;203,28;9,82;7367,92;13,64;494,37;72
1939,05;11,23;0,53;0,74;13,80;1939,37;2,31;210,79;9,89;7669,91;13,95;507,68;
1939,06;11,43;0,53;0,76;13,80;1939,46;2,30;214,55;9,95;7836,67;14,27;521,07;
1939,07;11,71;0,54;0,78;13,80;1939,54;2,29;219,80;10,14;8059,50;14,58;534,55;
1939,08;11,54;0,55;0,79;13,80;1939,62;2,27;216,61;10,32;7974,04;14,89;548,19;
1939,09;12,77;0,56;0,81;14,10;1939,71;2,26;234,60;10,29;8667,77;14,88;549,80;
1939,1;12,90;0,58;0,84;14,00;1939,79;2,25;238,68;10,73;8851,60;15,54;576,38;
1939,11;12,67;0,60;0,87;14,00;1939,87;2,24;234,42;11,10;8728,09;16,10;599,32;
1939,12;12,37;0,62;0,90;14,00;1939,96;2,22;228,87;11,47;8557,02;16,65;622,58;
1940,01;12,30;0,62;0,93;13,90;1940,04;2,21;229,21;11,62;8606,00;17,33;650,70;
1940,02;12,22;0,63;0,96;14,00;1940,12;2,19;226,10;11,59;8525,23;17,76;669,74;
1940,03;12,15;0,63;0,99;14,00;1940,21;2,17;224,80;11,66;8513,02;18,32;693,65;
1940,04;12,27;0,64;1,01;14,00;1940,29;2,15;227,02;11,78;8634,27;18,63;708,38;
1940,05;10,58;0,64;1,02;14,00;1940,37;2,12;195,75;11,90;7482,76;18,93;723,76;
1940,06;9,67;0,65;1,04;14,10;1940,46;2,10;177,65;11,94;6828,69;19,11;734,42;
1940,07;9,99;0,66;1,05;14,00;1940,54;2,08;184,84;12,15;7143,98;19,49;753,25;
1940,08;10,20;0,66;1,07;14,00;1940,62;2,06;188,72;12,27;7333,68;19,74;766,92;
1940,09;10,63;0,67;1,08;14,00;1940,71;2,04;196,68;12,40;7682,99;19,98;780,59;
1940,1;10,73;0,67;1,07;14,00;1940,79;2,02;198,53;12,40;7795,62;19,80;777,38;
1940,11;10,98;0,67;1,06;14,00;1940,87;1,99;203,15;12,40;8017,82;19,61;774,03;
1940,12;10,53;0,67;1,05;14,10;1940,96;1,97;193,45;12,31;7675,17;19,29;765,33;
1941,01;10,55;0,67;1,05;14,10;1941,04;1,95;193,81;12,37;7730,64;19,35;771,84;
1941,02;9,89;0,68;1,06;14,10;1941,12;1,99;181,69;12,43;7288,34;19,41;778,70;
1941,03;9,95;0,68;1,06;14,20;1941,21;2,04;181,50;12,40;7322,38;19,34;780,07;
1941,04;9,64;0,68;1,07;14,30;1941,29;2,08;174,62;12,38;7086,25;19,38;786,54;
1941,05;9,43;0,69;1,08;14,40;1941,37;2,12;169,63;12,35;6925,52;19,43;793,17;
1941,06;9,76;0,69;1,09;14,70;1941,46;2,16;171,98;12,16;7062,96;19,21;788,79;
1941,07;10,26;0,69;1,12;14,70;1941,54;2,21;180,79;12,22;7466,60;19,79;817,49;
1941,08;10,21;0,70;1,16;14,90;1941,62;2,25;177,50;12,11;7372,16;20,11;835,18;
1941,09;10,24;0,70;1,19;15,10;1941,71;2,29;175,66;12,01;7337,45;20,41;852,69;
1941,1;9,83;0,70;1,18;15,30;1941,79;2,33;166,42;11,91;6993,04;19,98;839,45;
1941,11;9,37;0,71;1,17;15,40;1941,87;2,38;157,61;11,89;6664,14;19,68;832,13;
1941,12;8,76;0,71;1,16;15,50;1941,96;2,42;146,39;11,87;6231,91;19,39;825,23;
1942,01;8,93;0,70;1,12;15,70;1942,04;2,46;147,33;11,60;6313,08;18,48;791,79;
1942,02;8,65;0,70;1,08;15,80;1942,12;2,46;141,81;11,42;6117,22;17,71;763,77;
1942,03;8,18;0,69;1,04;16,00;1942,21;2,46;132,43;11,17;5752,68;16,84;731,39;
1942,04;7,84;0,68;1,02;16,10;1942,29;2,46;126,14;10,94;5518,93;16,41;718,02;
1942,05;7,93;0,67;1,00;16,30;1942,37;2,46;126,02;10,65;5552,61;15,89;700,20;
1942,06;8,33;0,66;0,98;16,30;1942,46;2,46;132,38;10,49;5871,20;15,57;690,73;
1942,07;8,64;0,65;0,97;16,40;1942,54;2,47;136,47;10,21;6090,32;15,27;681,40;
1942,08;8,59;0,63;0,95;16,50;1942,62;2,47;134,85;9,94;6055,35;14,97;672,03;
1942,09;8,68;0,62;0,94;16,50;1942,71;2,47;136,27;9,73;6155,22;14,76;666,58;
1942,1;9,32;0,61;0,97;16,70;1942,79;2,47;144,56;9,46;6565,52;15,05;683,32;
1942,11;9,47;0,60;1,00;16,80;1942,87;2,47;146,01;9,25;6666,50;15,42;703,96;
1942,12;9,52;0,59;1,03;16,90;1942,96;2,47;145,92;9,04;6696,45;15,79;724,51;
1943,01;10,09;0,59;1,04;16,90;1943,04;2,47;154,65;9,04;7131,97;15,99;737,46;
1943,02;10,69;0,59;1,06;16,90;1943,12;2,47;163,85;9,04;7590,83;16,20;750,33;
1943,03;11,07;0,59;1,07;17,20;1943,21;2,47;166,71;8,89;7757,86;16,11;749,86;
1943,04;11,44;0,59;1,08;17,40;1943,29;2,47;170,31;8,78;7959,06;16,08;751,38;
1943,05;11,89;0,59;1,09;17,50;1943,37;2,47;175,99;8,73;8258,88;16,13;757,12;
1943,06;12,10;0,59;1,10;17,50;1943,46;2,47;179,10;8,73;8438,90;16,28;767,17;
1943,07;12,35;0,59;1,09;17,40;1943,54;2,48;183,85;8,83;8697,44;16,28;769,97;
1943,08;11,74;0,60;1,09;17,30;1943,62;2,48;175,78;8,93;8350,86;16,27;772,97;
1943,09;11,99;0,60;1,08;17,40;1943,71;2,48;178,49;8,93;8515,04;16,08;766,99;
1943,1;11,88;0,60;1,03;17,40;1943,79;2,48;176,86;8,98;8472,62;15,38;736,95;
1943,11;11,33;0,61;0,99;17,40;1943,87;2,48;168,67;9,03;8116,43;14,69;706,81;
1943,12;11,48;0,61;0,94;17,40;1943,96;2,48;170,90;9,08;8260,30;13,99;676,37;
1944,01;11,85;0,61;0,94;17,40;1944,04;2,48;176,41;9,13;8563,30;13,94;676,87;
1944,02;11,77;0,62;0,93;17,40;1944,12;2,47;175,22;9,18;8542,63;13,89;677,41;
1944,03;12,10;0,62;0,93;17,40;1944,21;2,46;180,13;9,23;8819,64;13,84;677,87;
1944,04;11,89;0,62;0,93;17,50;1944,29;2,45;175,99;9,23;8654,69;13,72;674,52;
1944,05;12,10;0,63;0,92;17,50;1944,37;2,44;179,10;9,28;8845,56;13,67;674,99;
1944,06;12,67;0,63;0,92;17,60;1944,46;2,43;186,47;9,27;9247,79;13,54;671,50;
1944,07;13,00;0,63;0,91;17,70;1944,54;2,43;190,25;9,27;9473,35;13,37;665,56;
1944,08;12,81;0,64;0,91;17,70;1944,62;2,42;187,47;9,32;9373,56;13,27;663,44;
1944,09;12,60;0,64;0,90;17,70;1944,71;2,41;184,40;9,37;9258,92;13,17;661,35;
1944,1;12,91;0,64;0,91;17,70;1944,79;2,40;188,93;9,37;9525,91;13,32;671,46;
1944,11;12,82;0,64;0,92;17,70;1944,87;2,39;187,61;9,37;9498,86;13,46;681,67;
1944,12;13,10;0,64;0,93;17,80;1944,96;2,38;190,64;9,31;9691,08;13,53;687,99;
1945,01;13,49;0,64;0,94;17,80;1945,04;2,37;196,31;9,36;10019,26;13,68;698,15;
1945,02;13,94;0,65;0,95;17,80;1945,12;2,36;202,86;9,41;10393,50;13,82;708,31;
1945,03;13,93;0,65;0,96;17,80;1945,21;2,34;202,71;9,46;10426,43;13,97;718,55;
1945,04;14,28;0,65;0,97;17,80;1945,29;2,33;207,81;9,46;10728,95;14,16;731,29;
1945,05;14,82;0,65;0,99;17,90;1945,37;2,31;214,46;9,41;11112,93;14,28;739,86;
1945,06;15,09;0,65;1,00;18,10;1945,46;2,30;215,95;9,30;11230,53;14,31;744,24;
1945,07;14,78;0,65;1,00;18,10;1945,54;2,28;211,52;9,35;11040,33;14,26;744,49;
1945,08;14,83;0,66;0,99;18,10;1945,62;2,27;212,23;9,40;11118,56;14,22;744,74;
1945,09;15,84;0,66;0,99;18,10;1945,71;2,25;226,69;9,45;11917,03;14,17;744,81;
1945,1;16,50;0,66;0,98;18,10;1945,79;2,24;236,13;9,45;12454,95;14,02;739,75;
1945,11;17,04;0,66;0,97;18,10;1945,87;2,22;243,86;9,45;12904,08;13,88;734,56;
1945,12;17,33;0,66;0,96;18,20;1945,96;2,21;246,65;9,39;13093,01;13,66;725,29;
1946,01;18,02;0,67;0,94;18,20;1946,04;2,19;256,47;9,49;13656,28;13,38;712,37;
1946,02;18,07;0,67;0,92;18,10;1946,12;2,20;258,60;9,64;13812,59;13,17;703,24;
1946,03;17,53;0,68;0,90;18,30;1946,21;2,20;248,13;9,63;13296,21;12,74;682,64;
1946,04;18,66;0,68;0,88;18,40;1946,29;2,21;262,69;9,57;14119,13;12,39;665,85;
1946,05;18,70;0,68;0,86;18,50;1946,37;2,21;261,83;9,52;14115,56;12,04;649,16;
1946,06;18,58;0,68;0,84;18,70;1946,46;2,22;257,37;9,42;13917,29;11,64;629,20;
1946,07;18,05;0,68;0,86;19,80;1946,54;2,22;236,14;8,94;12809,45;11,21;607,95;
1946,08;17,70;0,69;0,87;20,20;1946,62;2,23;226,97;8,81;12352,14;11,20;609,47;
1946,09;15,09;0,69;0,89;20,40;1946,71;2,23;191,61;8,76;10467,21;11,30;617,35;
1946,1;14,75;0,70;0,95;20,80;1946,79;2,24;183,69;8,68;10074,11;11,79;646,56;
1946,11;14,69;0,70;1,00;21,30;1946,87;2,24;178,65;8,55;9836,70;12,20;671,85;
1946,12;15,13;0,71;1,06;21,50;1946,96;2,25;182,29;8,55;10076,34;12,77;705,94;
1947,01;15,21;0,71;1,13;21,50;1947,04;2,25;183,25;8,59;10169,21;13,61;755,50;
1947,02;15,80;0,72;1,20;21,50;1947,12;2,27;190,36;8,63;10603,61;14,46;805,34;
1947,03;15,16;0,72;1,27;21,90;1947,21;2,28;179,31;8,52;10027,80;15,02;840,06;
1947,04;14,60;0,73;1,33;21,90;1947,29;2,30;172,69;8,67;9697,80;15,69;881,22;
1947,05;14,34;0,75;1,38;21,90;1947,37;2,31;169,61;8,83;9566,43;16,36;922,84;
1947,06;14,84;0,76;1,44;22,00;1947,46;2,33;174,73;8,95;9897,04;16,95;960,36;
1947,07;15,77;0,77;1,48;22,20;1947,54;2,35;184,01;8,98;10464,93;17,23;979,91;
1947,08;15,46;0,78;1,51;22,50;1947,62;2,36;177,98;8,98;10164,99;17,42;995,02;
1947,09;15,06;0,79;1,55;23,00;1947,71;2,38;169,61;8,90;9729,07;17,46;1001,33;
1947,1;15,45;0,81;1,57;23,00;1947,79;2,39;174,00;9,08;10024,45;17,68;1018,67;
1947,11;15,27;0,82;1,59;23,10;1947,87;2,41;171,23;9,23;9909,09;17,83;1031,79;
1947,12;15,03;0,84;1,61;23,40;1947,96;2,42;166,38;9,30;9673,15;17,82;1036,18;
1948,01;14,83;0,84;1,64;23,70;1948,04;2,44;162,09;9,22;9468,27;17,96;1049,19;
1948,02;14,10;0,85;1,68;23,50;1948,12;2,43;155,42;9,33;9124,25;18,48;1084,99;
1948,03;14,30;0,85;1,71;23,40;1948,21;2,42;158,30;9,41;9339,25;18,93;1116,79;
1948,04;15,40;0,85;1,76;23,80;1948,29;2,41;167,61;9,25;9934,10;19,16;1135,33;
1948,05;16,15;0,85;1,81;23,90;1948,37;2,40;175,04;9,21;10419,81;19,62;1167,79;
1948,06;16,82;0,85;1,86;24,10;1948,46;2,39;180,78;9,14;10807,35;19,99;1195,11;
1948,07;16,42;0,86;1,93;24,40;1948,54;2,38;174,32;9,09;10465,93;20,49;1230,16;
1948,08;15,94;0,86;2,00;24,50;1948,62;2,36;168,53;9,13;10164,18;21,15;1275,31;
1948,09;15,76;0,87;2,07;24,50;1948,71;2,35;166,63;9,20;10095,63;21,89;1326,01;
1948,1;16,19;0,89;2,14;24,40;1948,79;2,34;171,87;9,45;10461,29;22,75;1384,93;
1948,11;15,29;0,91;2,22;24,20;1948,87;2,33;163,66;9,74;10010,81;23,73;1451,32;
1948,12;15,19;0,93;2,29;24,10;1948,96;2,32;163,27;10,00;10037,55;24,61;1513,23;
1949,01;15,36;0,95;2,32;24,00;1949,04;2,31;165,78;10,22;10244,53;25,04;1547,35;
1949,02;14,77;0,96;2,35;23,80;1949,12;2,31;160,75;10,48;9987,80;25,58;1589,12;
1949,03;14,91;0,98;2,38;23,80;1949,21;2,31;162,28;10,67;10137,69;25,90;1618,22;
1949,04;14,89;0,99;2,39;23,90;1949,29;2,31;161,38;10,77;10137,78;25,87;1624,95;
1949,05;14,78;1,01;2,39;23,80;1949,37;2,31;160,86;10,96;10162,52;26,05;1645,62;
1949,06;13,97;1,02;2,40;23,90;1949,46;2,31;151,41;11,05;9623,59;26,01;1653,30;
1949,07;14,76;1,03;2,40;23,70;1949,54;2,32;161,32;11,22;10313,04;26,19;1674,59;
1949,08;15,29;1,03;2,39;23,80;1949,62;2,32;166,41;11,25;10698,38;26,05;1674,61;
1949,09;15,49;1,04;2,39;23,90;1949,71;2,32;167,88;11,27;10853,36;25,90;1674,60;
1949,1;15,89;1,07;2,37;23,70;1949,79;2,32;173,67;11,73;11290,78;25,87;1681,66;
1949,11;16,11;1,11;2,34;23,80;1949,87;2,32;175,34;12,04;11464,26;25,50;1667,57;
1949,12;16,54;1,14;2,32;23,60;1949,96;2,32;181,54;12,51;11938,19;25,46;1674,52;
1950,01;16,88;1,15;2,34;23,50;1950,04;2,32;186,06;12,68;12304,90;25,76;1703,35;
1950,02;17,21;1,16;2,35;23,50;1950,12;2,34;189,70;12,79;12615,93;25,94;1725,13;
1950,03;17,35;1,17;2,37;23,60;1950,21;2,36;190,43;12,84;12735,83;26,01;1739,71;
1950,04;17,84;1,18;2,43;23,60;1950,29;2,38;195,81;12,95;13167,70;26,63;1791,12;
1950,05;18,44;1,19;2,48;23,70;1950,37;2,40;201,54;13,01;13626,02;27,14;1835,03;
1950,06;18,74;1,20;2,54;23,80;1950,46;2,42;203,96;13,06;13863,10;27,64;1878,99;
1950,07;17,38;1,24;2,60;24,10;1950,54;2,45;186,80;13,36;12772,67;27,95;1910,76;
1950,08;18,43;1,29;2,66;24,30;1950,62;2,47;196,46;13,72;13511,00;28,35;1950,04;
1950,09;19,08;1,33;2,72;24,40;1950,71;2,49;202,55;14,12;14011,10;28,88;1997,39;
1950,1;19,87;1,38;2,76;24,60;1950,79;2,51;209,23;14,50;14556,16;29,06;2021,89;
1950,11;19,83;1,42;2,80;24,70;1950,87;2,53;207,96;14,93;14554,58;29,36;2055,11;
1950,12;19,75;1,47;2,84;25,00;1950,96;2,55;204,63;15,23;14410,75;29,43;2072,23;
1951,01;21,21;1,49;2,84;25,40;1951,04;2,57;216,30;15,16;15321,30;28,93;2049,10;
1951,02;22,00;1,50;2,83;25,70;1951,12;2,58;221,74;15,15;15795,90;28,56;2034,32;
1951,03;21,63;1,52;2,83;25,80;1951,21;2,59;217,16;15,26;15560,64;28,41;2035,90;
1951,04;21,92;1,53;2,79;25,80;1951,29;2,60;220,08;15,39;15861,19;28,04;2021,24;
1951,05;21,93;1,55;2,76;25,90;1951,37;2,61;219,33;15,47;15900,06;27,57;1998,69;
1951,06;21,55;1,56;2,72;25,90;1951,46;2,62;215,53;15,60;15718,80;27,20;1984,00;
1951,07;21,93;1,55;2,65;25,90;1951,54;2,63;219,33;15,47;16089,99;26,50;1944,30;
1951,08;22,89;1,53;2,58;25,90;1951,62;2,63;228,93;15,34;16888,09;25,80;1903,51;
1951,09;23,48;1,52;2,51;26,10;1951,71;2,64;233,03;15,09;17283,38;24,91;1847,58;
1951,1;23,36;1,48;2,49;26,20;1951,79;2,65;230,95;14,67;17220,06;24,58;1833,07;
1951,11;22,71;1,45;2,46;26,40;1951,87;2,66;222,83;14,19;16702,28;24,17;1811,68;
1951,12;23,41;1,41;2,44;26,50;1951,96;2,67;228,83;13,78;17238,22;23,85;1796,72;
1952,01;24,19;1,41;2,43;26,50;1952,04;2,68;236,45;13,81;17899,31;23,72;1795,61;
1952,02;23,75;1,42;2,41;26,30;1952,12;2,69;233,92;13,95;17795,39;23,77;1808,26;
1952,03;23,81;1,42;2,40;26,30;1952,21;2,71;234,51;13,99;17929,01;23,64;1807,21;
1952,04;23,74;1,43;2,38;26,40;1952,29;2,72;232,93;14,03;17897,98;23,35;1794,32;
1952,05;23,73;1,44;2,36;26,40;1952,37;2,73;232,83;14,13;17980,91;23,16;1788,24;
1952,06;24,38;1,45;2,34;26,50;1952,46;2,74;238,31;14,17;18494,94;22,87;1775,15;
1952,07;25,08;1,45;2,35;26,70;1952,54;2,76;243,31;14,07;18974,43;22,77;1775,39;
1952,08;25,18;1,45;2,35;26,70;1952,62;2,77;244,29;14,07;19141,50;22,83;1788,97;
1952,09;24,78;1,45;2,36;26,70;1952,71;2,78;240,40;14,07;18929,28;22,90;1802,79;
1952,1;24,26;1,44;2,37;26,70;1952,79;2,79;235,36;13,94;18623,52;23,02;1821,92;
1952,11;25,03;1,42;2,39;26,70;1952,87;2,81;242,83;13,81;19305,67;23,15;1840,84;
1952,12;26,04;1,41;2,40;26,70;1952,96;2,82;252,63;13,68;20175,31;23,28;1859,48;
1953,01;26,18;1,41;2,41;26,60;1953,04;2,83;254,94;13,73;20451,41;23,47;1882,66;
1953,02;25,86;1,41;2,42;26,50;1953,12;2,80;252,78;13,78;20369,80;23,65;1906,22;
1953,03;25,99;1,41;2,43;26,60;1953,21;2,77;253,09;13,73;20487,45;23,66;1915,53;
1953,04;24,71;1,41;2,46;26,60;1953,29;2,83;240,63;13,76;19571,29;23,92;1945,78;
1953,05;24,84;1,42;2,48;26,70;1953,37;3,05;240,99;13,74;19693,72;24,09;1968,84;
1953,06;23,95;1,42;2,51;26,80;1953,46;3,11;231,49;13,72;19010,72;24,26;1992,36;
1953,07;24,29;1,42;2,52;26,80;1953,54;2,93;234,77;13,72;19374,53;24,39;2012,69;
1953,08;24,39;1,42;2,54;26,90;1953,62;2,95;234,86;13,67;19476,01;24,43;2025,59;
1953,09;23,27;1,42;2,55;26,90;1953,71;2,87;224,08;13,67;18676,16;24,56;2046,59;
1953,1;23,97;1,43;2,54;27,00;1953,79;2,66;229,96;13,72;19262,00;24,34;2038,44;
1953,11;24,50;1,44;2,52;26,90;1953,87;2,68;235,92;13,87;19857,88;24,30;2045,22;
1953,12;24,83;1,45;2,51;26,90;1953,96;2,59;239,10;13,96;20223,30;24,17;2044,32;
1954,01;25,46;1,46;2,52;26,90;1954,04;2,48;245,17;14,03;20835,28;24,30;2064,98;
1954,02;26,02;1,46;2,54;26,90;1954,12;2,47;250,56;14,09;21393,35;24,43;2085,62;
1954,03;26,57;1,47;2,55;26,90;1954,21;2,37;255,85;14,16;21946,27;24,56;2106,25;
1954,04;27,63;1,46;2,57;26,80;1954,29;2,29;267,05;14,14;23008,07;24,87;2142,86;
1954,05;28,73;1,46;2,60;26,90;1954,37;2,37;276,65;14,03;23935,83;25,00;2163,36;
1954,06;28,96;1,45;2,62;26,90;1954,46;2,38;278,87;13,96;24228,12;25,23;2191,91;
1954,07;30,13;1,46;2,62;26,90;1954,54;2,30;290,13;14,03;25308,50;25,26;2203,54;
1954,08;30,73;1,46;2,63;26,90;1954,62;2,36;295,91;14,09;25914,92;25,29;2215,10;
1954,09;31,45;1,47;2,63;26,80;1954,71;2,38;303,98;14,21;26724,76;25,42;2234,85;
1954,1;32,18;1,49;2,68;26,80;1954,79;2,43;311,03;14,43;27450,82;25,87;2283,31;
1954,11;33,44;1,52;2,72;26,80;1954,87;2,48;323,21;14,66;28633,47;26,32;2331,89;
1954,12;34,97;1,54;2,77;26,70;1954,96;2,51;339,26;14,94;30166,00;26,87;2389,47;
1955,01;35,60;1,55;2,83;26,70;1955,04;2,61;345,38;15,01;30820,64;27,49;2452,95;
1955,02;36,79;1,55;2,90;26,70;1955,12;2,65;356,92;15,07;31962,94;28,10;2516,61;
1955,03;36,50;1,56;2,96;26,70;1955,21;2,68;354,11;15,13;31823,94;28,72;2580,79;
1955,04;37,76;1,56;3,05;26,70;1955,29;2,75;366,33;15,17;33036,10;29,56;2665,52;
1955,05;37,60;1,57;3,13;26,70;1955,37;2,76;364,78;15,20;33010,34;30,40;2750,86;
1955,06;39,78;1,57;3,22;26,70;1955,46;2,78;385,93;15,23;35039,10;31,24;2836,25;
1955,07;42,69;1,59;3,29;26,80;1955,54;2,90;412,61;15,34;37578,02;31,83;2898,96;
1955,08;42,43;1,60;3,37;26,80;1955,62;2,97;410,10;15,50;37466,76;32,54;2972,85;
1955,09;44,34;1,62;3,44;26,90;1955,71;2,97;426,97;15,60;39126,56;33,13;3035,53;
1955,1;42,11;1,63;3,50;26,90;1955,79;2,88;405,50;15,66;37278,37;33,70;3098,42;
1955,11;44,95;1,63;3,56;26,90;1955,87;2,89;432,84;15,73;39913,01;34,28;3161,07;
1955,12;45,37;1,64;3,62;26,80;1955,96;2,96;438,52;15,85;40558,07;34,99;3236,06;
1956,01;44,15;1,67;3,64;26,80;1956,04;2,90;426,73;16,14;39591,87;35,21;3267,19;
1956,02;44,43;1,70;3,67;26,80;1956,12;2,84;429,43;16,43;39970,01;35,44;3298,60;
1956,03;47,49;1,73;3,69;26,80;1956,21;2,96;459,01;16,72;42852,53;35,67;3329,67;
1956,04;48,05;1,75;3,66;26,90;1956,29;3,18;462,69;16,88;43328,02;35,24;3300,32;
1956,05;46,54;1,78;3,63;27,00;1956,37;3,07;446,49;17,04;41943,99;34,83;3271,52;
1956,06;46,27;1,80;3,60;27,20;1956,46;3,00;440,64;17,14;41528,22;34,28;3231,07;
1956,07;48,78;1,81;3,55;27,40;1956,54;3,11;461,15;17,14;43596,06;33,59;3175,71;
1956,08;48,49;1,83;3,51;27,30;1956,62;3,33;460,09;17,33;43632,17;33,27;3155,36;
1956,09;46,84;1,84;3,46;27,40;1956,71;3,38;442,81;17,39;42131,11;32,71;3112,16;
1956,1;46,24;1,81;3,44;27,50;1956,79;3,34;435,55;17,02;41575,12;32,43;3095,95;
1956,11;45,76;1,77;3,43;27,50;1956,87;3,49;431,03;16,70;41276,41;32,28;3090,92;
1956,12;46,44;1,74;3,41;27,60;1956,96;3,59;435,85;16,33;41868,33;32,00;3074,31;
1957,01;45,43;1,74;3,41;27,60;1957,04;3,46;426,37;16,30;41088,23;31,97;3081,09;
1957,02;43,47;1,73;3,40;27,70;1957,12;3,34;406,50;16,21;39303,78;31,83;3077,15;
1957,03;44,03;1,73;3,40;27,80;1957,21;3,41;410,26;16,12;39796,79;31,68;3073,11;
1957,04;45,05;1,73;3,41;27,90;1957,29;3,48;418,26;16,06;40702,62;31,63;3077,92;
1957,05;46,78;1,73;3,41;28,00;1957,37;3,60;432,77;16,00;42244,51;31,58;3082,40;
1957,06;47,55;1,73;3,42;28,10;1957,46;3,80;438,33;15,95;42916,77;31,53;3086,76;
1957,07;48,51;1,74;3,44;28,30;1957,54;3,93;444,01;15,93;43603,76;31,46;3089,09;
1957,08;45,84;1,75;3,45;28,30;1957,62;3,93;419,58;16,02;41334,88;31,61;3113,94;
1957,09;43,98;1,76;3,47;28,30;1957,71;3,92;402,55;16,11;39789,93;31,76;3139,41;
1957,1;41,24;1,77;3,44;28,30;1957,79;3,97;377,47;16,20;37444,43;31,46;3120,37;
1957,11;40,35;1,78;3,40;28,40;1957,87;3,72;368,03;16,24;36641,54;31,04;3090,54;
1957,12;40,33;1,79;3,37;28,40;1957,96;3,21;367,84;16,33;36758,84;30,74;3071,59;
1958,01;41,12;1,78;3,29;28,60;1958,04;3,09;372,43;16,15;37351,30;29,83;2991,49;
1958,02;41,26;1,78;3,22;28,60;1958,12;3,05;373,69;16,09;37612,95;29,13;2932,34;
1958,03;42,11;1,77;3,14;28,80;1958,21;2,98;378,74;15,92;38254,77;28,24;2852,53;
1958,04;42,34;1,76;3,07;28,90;1958,29;2,88;379,49;15,75;38463,15;27,52;2788,90;
1958,05;43,70;1,74;3,00;28,90;1958,37;2,92;391,68;15,63;39830,59;26,89;2734,37;
1958,06;44,75;1,73;2,93;28,90;1958,46;2,97;401,10;15,51;40919,02;26,26;2679,17;
1958,07;45,98;1,73;2,91;29,00;1958,54;3,20;410,70;15,45;42030,12;26,02;2663,06;
1958,08;47,70;1,73;2,90;28,90;1958,62;3,54;427,54;15,51;43885,47;25,96;2665,03;
1958,09;48,96;1,73;2,88;28,90;1958,71;3,76;438,83;15,51;45177,35;25,81;2657,49;
1958,1;50,95;1,74;2,88;28,90;1958,79;3,80;456,67;15,57;47147,14;25,84;2668,12;
1958,11;52,50;1,74;2,89;29,00;1958,87;3,74;468,94;15,57;48547,90;25,78;2669,37;
1958,12;53,49;1,75;2,89;28,90;1958,96;3,86;479,43;15,69;49769,85;25,90;2689,00;
1959,01;55,62;1,76;2,96;29,00;1959,04;4,02;496,80;15,69;51709,00;26,47;2754,96;
1959,02;54,77;1,76;3,04;28,90;1959,12;3,96;490,91;15,80;51232,04;27,22;2840,51;
1959,03;56,16;1,77;3,11;28,90;1959,21;3,99;503,36;15,86;52670,22;27,88;2916,74;
1959,04;57,10;1,78;3,21;29,00;1959,29;4,12;510,02;15,87;53505,53;28,64;3004,81;
1959,05;57,96;1,78;3,30;29,00;1959,37;4,31;517,71;15,93;54450,64;29,51;3103,32;
1959,06;57,46;1,79;3,40;29,10;1959,46;4,34;511,48;15,93;53935,07;30,26;3191,42;
1959,07;59,74;1,80;3,41;29,20;1959,54;4,40;529,95;15,94;56023,22;30,25;3197,84;
1959,08;59,40;1,80;3,42;29,20;1959,62;4,43;526,93;16,00;55845,30;30,34;3215,34;
1959,09;57,05;1,81;3,43;29,30;1959,71;4,68;504,36;16,00;53594,20;30,32;3222,23;
1959,1;57,00;1,82;3,42;29,40;1959,79;4,53;502,20;16,01;53506,83;30,10;3207,28;
1959,11;57,23;1,82;3,40;29,40;1959,87;4,53;504,23;16,06;53865,36;29,99;3203,24;
1959,12;59,06;1,83;3,39;29,40;1959,96;4,69;520,35;16,12;55731,31;29,87;3198,94;
1960,01;58,03;1,87;3,39;29,30;1960,04;4,72;513,02;16,50;55093,54;29,97;3218,46;
1960,02;55,78;1,90;3,39;29,40;1960,12;4,49;491,46;16,77;52927,34;29,87;3216,63;
1960,03;55,02;1,94;3,39;29,40;1960,21;4,25;484,76;17,09;52359,61;29,87;3226,08;
1960,04;55,73;1,94;3,35;29,50;1960,29;4,28;489,35;17,06;53009,09;29,39;3183,28;
